Gradient Profiler Text Data File: hct116_polysome_rich.csv
Version: 1.88
Date: 2017-02-13
Time: 16:51:40

User: Alicia
Experiment name: 20170213_rpB_redohct1163h_polysomeshct1163h
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 150
w2t:  x 10^0
Sample Volume: 0.3 ml
Number of Tubes: 8
Volume per mm: 0.143 ml/mm
Temperature: 4.0 deg C

Absorbance Units Full Scale (AUFS): 2.00
Manual-triggered gradient; (with distance; but no event marks)
Delay: No Delay
UV Wavelength: 254 nm
Samples / sec: 6 Hz
EM1 Speed: 0.22 mm/sec
Distance: 2.02 mm
Number: 52
Dead Volume: 0.000000 ml; Distance due to Dead Volume: 0.00 mm
Length of Tubing: 0 mm
Total Distance: 105.04 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
31.54, 0.388673, , 
31.57, 0.402961, , 
31.61, 0.417203, , 
31.65, 0.432660, , 
31.68, 0.441793, , 
31.72, 0.461366, , 
31.76, 0.474335, , 
31.79, 0.486777, , 
31.83, 0.499455, , 
31.87, 0.512418, , 
31.90, 0.522104, , 
31.94, 0.526763, , 
31.98, 0.543087, , 
32.01, 0.553189, , 
32.05, 0.562555, , 
32.09, 0.569406, , 
32.12, 0.577536, , 
32.16, 0.584913, , 
32.20, 0.587516, , 
32.23, 0.595497, , 
32.27, 0.601327, , 
32.31, 0.605610, , 
32.34, 0.608928, , 
32.38, 0.611656, , 
32.42, 0.613928, , 
32.45, 0.614364, , 
32.49, 0.616289, , 
32.53, 0.617130, , 
32.56, 0.617288, , 
32.60, 0.617034, , 
32.64, 0.616333, , 
32.67, 0.615157, , 
32.71, 0.613783, , 
32.75, 0.611926, , 
32.78, 0.609927, , 
32.82, 0.607757, , 
32.86, 0.604880, , 
32.89, 0.602085, , 
32.93, 0.598542, , 
32.97, 0.595299, , 
33.00, 0.591544, , 
33.04, 0.587254, , 
33.08, 0.582803, , 
33.11, 0.579156, , 
33.15, 0.574053, , 
33.19, 0.568827, , 
33.22, 0.564083, , 
33.26, 0.559355, , 
33.30, 0.553564, , 
33.33, 0.548394, , 
33.37, 0.542516, , 
33.41, 0.537445, , 
33.44, 0.531763, , 
33.48, 0.525641, , 
33.52, 0.519321, , 
33.55, 0.514414, , 
33.59, 0.507991, , 
33.63, 0.501624, , 
33.66, 0.495859, , 
33.70, 0.490258, , 
33.74, 0.483678, , 
33.77, 0.478054, , 
33.81, 0.471768, , 
33.85, 0.466364, , 
33.88, 0.460531, , 
33.92, 0.454572, , 
33.96, 0.448603, , 
33.99, 0.444085, , 
34.03, 0.438122, , 
34.07, 0.432509, , 
34.10, 0.427656, , 
34.14, 0.422987, , 
34.18, 0.417557, , 
34.21, 0.412905, , 
34.25, 0.407897, , 
34.29, 0.403191, , 
34.32, 0.398782, , 
34.36, 0.394418, , 
34.40, 0.389740, , 
34.43, 0.386171, , 
34.47, 0.382155, , 
34.51, 0.377894, , 
34.54, 0.374296, , 
34.58, 0.370730, , 
34.62, 0.366723, , 
34.65, 0.363351, , 
34.69, 0.359830, , 
34.73, 0.356440, , 
34.76, 0.353153, , 
34.80, 0.349847, , 
34.84, 0.346233, , 
34.87, 0.343495, , 
34.91, 0.340277, , 
34.95, 0.336917, , 
34.98, 0.334001, , 
35.02, 0.331267, , 
35.06, 0.328196, , 
35.09, 0.325329, , 
35.13, 0.322395, , 
35.17, 0.319576, , 
35.20, 0.316906, , 
35.24, 0.314228, , 
35.28, 0.311345, , 
35.31, 0.309180, , 
35.35, 0.306583, , 
35.39, 0.303824, , 
35.42, 0.301481, , 
35.46, 0.299256, , 
35.50, 0.296857, , 
35.53, 0.294534, , 
35.57, 0.292220, , 
35.61, 0.289951, , 
35.64, 0.287839, , 
35.68, 0.285762, , 
35.72, 0.283395, , 
35.75, 0.281624, , 
35.79, 0.279477, , 
35.83, 0.277312, , 
35.86, 0.275360, , 
35.90, 0.273556, , 
35.94, 0.271547, , 
35.97, 0.269692, , 
36.01, 0.267797, , 
36.05, 0.265878, , 
36.08, 0.264155, , 
36.12, 0.262339, , 
36.16, 0.260331, , 
36.19, 0.258846, , 
36.23, 0.257008, , 
36.27, 0.255089, , 
36.30, 0.253372, , 
36.34, 0.251695, , 
36.38, 0.249883, , 
36.41, 0.248178, , 
36.45, 0.246424, , 
36.49, 0.244610, , 
36.52, 0.243248, , 
36.56, 0.241458, , 
36.60, 0.239600, , 
36.63, 0.238089, , 
36.67, 0.236662, , 
36.71, 0.235019, , 
36.74, 0.233512, , 
36.78, 0.231930, , 
36.82, 0.230542, , 
36.85, 0.228982, , 
36.89, 0.227402, , 
36.93, 0.225755, , 
36.96, 0.224527, , 
37.00, 0.222842, , 
37.04, 0.221288, , 
37.07, 0.220013, , 
37.11, 0.218707, , 
37.15, 0.217190, , 
37.18, 0.215858, , 
37.22, 0.214478, , 
37.26, 0.213287, , 
37.29, 0.211990, , 
37.33, 0.210692, , 
37.37, 0.209278, , 
37.40, 0.208253, , 
37.44, 0.206899, , 
37.48, 0.205704, , 
37.51, 0.204600, , 
37.55, 0.203537, , 
37.59, 0.202457, , 
37.62, 0.201364, , 
37.66, 0.200215, , 
37.70, 0.199152, , 
37.73, 0.198056, , 
37.77, 0.196910, , 
37.81, 0.195772, , 
37.84, 0.194896, , 
37.88, 0.193611, , 
37.92, 0.192414, , 
37.95, 0.191278, , 
37.99, 0.190298, , 
38.03, 0.189085, , 
38.06, 0.188020, , 
38.10, 0.186964, , 
38.14, 0.185996, , 
38.17, 0.184936, , 
38.21, 0.183940, , 
38.25, 0.182904, , 
38.28, 0.182111, , 
38.32, 0.181038, , 
38.36, 0.180124, , 
38.39, 0.179196, , 
38.43, 0.178350, , 
38.47, 0.177396, , 
38.50, 0.176451, , 
38.54, 0.175479, , 
38.58, 0.174617, , 
38.61, 0.173646, , 
38.65, 0.172617, , 
38.69, 0.171635, , 
38.72, 0.170817, , 
38.76, 0.169700, , 
38.80, 0.168830, , 
38.83, 0.167839, , 
38.87, 0.166923, , 
38.91, 0.165954, , 
38.94, 0.164941, , 
38.98, 0.163920, , 
39.02, 0.163024, , 
39.05, 0.162084, , 
39.09, 0.161130, , 
39.13, 0.160139, , 
39.16, 0.159348, , 
39.20, 0.158369, , 
39.24, 0.157562, , 
39.27, 0.156589, , 
39.31, 0.155780, , 
39.35, 0.154923, , 
39.38, 0.154067, , 
39.42, 0.153167, , 
39.46, 0.152310, , 
39.49, 0.151355, , 
39.53, 0.150292, , 
39.57, 0.149339, , 
39.60, 0.148641, , 
39.64, 0.147675, , 
39.68, 0.146752, , 
39.71, 0.145772, , 
39.75, 0.144983, , 
39.79, 0.144238, , 
39.82, 0.143393, , 
39.86, 0.142418, , 
39.90, 0.141421, , 
39.93, 0.140677, , 
39.97, 0.139759, , 
40.01, 0.139022, , 
40.04, 0.138306, , 
40.08, 0.137533, , 
40.12, 0.136657, , 
40.15, 0.135666, , 
40.19, 0.134799, , 
40.23, 0.134094, , 
40.26, 0.133307, , 
40.30, 0.132730, , 
40.34, 0.132024, , 
40.37, 0.131548, , 
40.41, 0.130674, , 
40.45, 0.129905, , 
40.48, 0.129324, , 
40.52, 0.128822, , 
40.56, 0.128114, , 
40.59, 0.127347, , 
40.63, 0.126574, , 
40.67, 0.125989, , 
40.70, 0.125424, , 
40.74, 0.124748, , 
40.78, 0.124046, , 
40.81, 0.123680, , 
40.85, 0.122895, , 
40.89, 0.122377, , 
40.92, 0.121838, , 
40.96, 0.121334, , 
41.00, 0.120763, , 
41.03, 0.120200, , 
41.07, 0.119703, , 
41.11, 0.119205, , 
41.14, 0.118720, , 
41.18, 0.118139, , 
41.22, 0.117607, , 
41.25, 0.117318, , 
41.29, 0.116737, , 
41.33, 0.116313, , 
41.36, 0.115875, , 
41.40, 0.115534, , 
41.44, 0.115050, , 
41.47, 0.114521, , 
41.51, 0.114124, , 
41.55, 0.113748, , 
41.58, 0.113325, , 
41.62, 0.112891, , 
41.66, 0.112511, , 
41.69, 0.112189, , 
41.73, 0.111741, , 
41.77, 0.111319, , 
41.80, 0.110800, , 
41.84, 0.110379, , 
41.88, 0.109995, , 
41.91, 0.109687, , 
41.95, 0.109370, , 
41.99, 0.108960, , 
42.02, 0.108649, , 
42.06, 0.108278, , 
42.10, 0.107927, , 
42.13, 0.107586, , 
42.17, 0.107148, , 
42.21, 0.106801, , 
42.24, 0.106365, , 
42.28, 0.106064, , 
42.32, 0.105649, , 
42.35, 0.105187, , 
42.39, 0.104848, , 
42.43, 0.104499, , 
42.46, 0.104119, , 
42.50, 0.103653, , 
42.54, 0.103328, , 
42.57, 0.103026, , 
42.61, 0.102586, , 
42.65, 0.102283, , 
42.68, 0.101970, , 
42.72, 0.101738, , 
42.76, 0.101474, , 
42.79, 0.101280, , 
42.83, 0.101012, , 
42.87, 0.100713, , 
42.90, 0.100479, , 
42.94, 0.100152, , 
42.98, 0.099956, , 
43.01, 0.099670, , 
43.05, 0.099299, , 
43.09, 0.099040, , 
43.12, 0.098653, , 
43.16, 0.098389, , 
43.20, 0.098120, , 
43.23, 0.097832, , 
43.27, 0.097577, , 
43.31, 0.097301, , 
43.34, 0.097037, , 
43.38, 0.096671, , 
43.42, 0.096421, , 
43.45, 0.096064, , 
43.49, 0.095703, , 
43.53, 0.095364, , 
43.56, 0.095047, , 
43.60, 0.094803, , 
43.64, 0.094417, , 
43.67, 0.094014, , 
43.71, 0.093624, , 
43.75, 0.093239, , 
43.78, 0.093082, , 
43.82, 0.092702, , 
43.86, 0.092394, , 
43.89, 0.091964, , 
43.93, 0.091667, , 
43.97, 0.091263, , 
44.00, 0.090830, , 
44.04, 0.090473, , 
44.08, 0.090097, , 
44.11, 0.089718, , 
44.15, 0.089306, , 
44.19, 0.088923, , 
44.22, 0.088656, , 
44.26, 0.088168, , 
44.30, 0.087803, , 
44.33, 0.087397, , 
44.37, 0.087060, , 
44.41, 0.086491, , 
44.44, 0.086057, , 
44.48, 0.085668, , 
44.52, 0.085303, , 
44.55, 0.084936, , 
44.59, 0.084500, , 
44.63, 0.084118, , 
44.66, 0.083832, , 
44.70, 0.083323, , 
44.74, 0.082978, , 
44.77, 0.082563, , 
44.81, 0.082292, , 
44.85, 0.081832, , 
44.88, 0.081465, , 
44.92, 0.081110, , 
44.96, 0.080755, , 
44.99, 0.080411, , 
45.03, 0.080091, , 
45.07, 0.079804, , 
45.10, 0.079507, , 
45.14, 0.078981, , 
45.18, 0.078612, , 
45.21, 0.078252, , 
45.25, 0.077893, , 
45.29, 0.077469, , 
45.32, 0.077169, , 
45.36, 0.076818, , 
45.40, 0.076485, , 
45.43, 0.076249, , 
45.47, 0.075827, , 
45.51, 0.075591, , 
45.54, 0.075371, , 
45.58, 0.075072, , 
45.62, 0.074788, , 
45.65, 0.074447, , 
45.69, 0.074203, , 
45.73, 0.073876, , 
45.76, 0.073660, , 
45.80, 0.073361, , 
45.84, 0.073004, , 
45.87, 0.072796, , 
45.91, 0.072435, , 
45.95, 0.072223, , 
45.98, 0.071975, , 
46.02, 0.071698, , 
46.06, 0.071440, , 
46.09, 0.071083, , 
46.13, 0.070827, , 
46.17, 0.070504, , 
46.20, 0.070332, , 
46.24, 0.070005, , 
46.28, 0.069721, , 
46.31, 0.069479, , 
46.35, 0.069061, , 
46.39, 0.068867, , 
46.42, 0.068581, , 
46.46, 0.068325, , 
46.50, 0.068052, , 
46.53, 0.067760, , 
46.57, 0.067681, , 
46.61, 0.067416, , 
46.64, 0.067239, , 
46.68, 0.067023, , 
46.72, 0.066819, , 
46.75, 0.066710, , 
46.79, 0.066456, , 
46.83, 0.066280, , 
46.86, 0.066000, , 
46.90, 0.065804, , 
46.94, 0.065496, , 
46.97, 0.065203, , 
47.01, 0.064858, , 
47.05, 0.064525, , 
47.08, 0.064363, , 
47.12, 0.064113, , 
47.16, 0.063932, , 
47.19, 0.063736, , 
47.23, 0.063447, , 
47.27, 0.063193, , 
47.30, 0.062987, , 
47.34, 0.062802, , 
47.38, 0.062553, , 
47.41, 0.062467, , 
47.45, 0.062350, , 
47.49, 0.062106, , 
47.52, 0.062017, , 
47.56, 0.061835, , 
47.60, 0.061688, , 
47.63, 0.061541, , 
47.67, 0.061252, , 
47.71, 0.061153, , 
47.74, 0.061040, , 
47.78, 0.060937, , 
47.82, 0.060691, , 
47.85, 0.060530, , 
47.89, 0.060354, , 
47.93, 0.060152, , 
47.96, 0.060090, , 
48.00, 0.059844, , 
48.04, 0.059694, , 
48.07, 0.059595, , 
48.11, 0.059432, , 
48.15, 0.059224, , 
48.18, 0.059081, , 
48.22, 0.059022, , 
48.26, 0.058726, , 
48.29, 0.058598, , 
48.33, 0.058461, , 
48.37, 0.058221, , 
48.40, 0.058100, , 
48.44, 0.058011, , 
48.48, 0.057906, , 
48.51, 0.057751, , 
48.55, 0.057577, , 
48.59, 0.057547, , 
48.62, 0.057400, , 
48.66, 0.057283, , 
48.70, 0.057107, , 
48.73, 0.057047, , 
48.77, 0.056942, , 
48.81, 0.056758, , 
48.84, 0.056702, , 
48.88, 0.056484, , 
48.92, 0.056246, , 
48.95, 0.056115, , 
48.99, 0.055905, , 
49.03, 0.055699, , 
49.06, 0.055562, , 
49.10, 0.055572, , 
49.14, 0.055447, , 
49.17, 0.055313, , 
49.21, 0.055156, , 
49.25, 0.055059, , 
49.28, 0.055100, , 
49.32, 0.055172, , 
49.36, 0.055439, , 
49.39, 0.055525, , 
49.43, 0.055554, , 
49.47, 0.055584, , 
49.50, 0.055503, , 
49.54, 0.055545, , 
49.58, 0.055596, , 
49.61, 0.055834, , 
49.65, 0.055919, , 
49.69, 0.055973, , 
49.72, 0.056112, , 
49.76, 0.056278, , 
49.80, 0.056502, , 
49.83, 0.056647, , 
49.87, 0.056895, , 
49.91, 0.057186, , 
49.94, 0.057408, , 
49.98, 0.057733, , 
50.02, 0.058112, , 
50.05, 0.058498, , 
50.09, 0.058841, , 
50.13, 0.059228, , 
50.16, 0.059609, , 
50.20, 0.059922, , 
50.24, 0.060396, , 
50.27, 0.060723, , 
50.31, 0.061058, , 
50.35, 0.061498, , 
50.38, 0.061813, , 
50.42, 0.062206, , 
50.46, 0.062566, , 
50.49, 0.062987, , 
50.53, 0.063381, , 
50.57, 0.063774, , 
50.60, 0.064178, , 
50.64, 0.064545, , 
50.68, 0.064935, , 
50.71, 0.065159, , 
50.75, 0.065389, , 
50.79, 0.065615, , 
50.82, 0.065800, , 
50.86, 0.065966, , 
50.90, 0.066018, , 
50.93, 0.066155, , 
50.97, 0.066313, , 
51.01, 0.066444, , 
51.04, 0.066563, , 
51.08, 0.066561, , 
51.12, 0.066557, , 
51.15, 0.066383, , 
51.19, 0.066190, , 
51.23, 0.066117, , 
51.26, 0.066018, , 
51.30, 0.065869, , 
51.34, 0.065649, , 
51.37, 0.065619, , 
51.41, 0.065413, , 
51.45, 0.065159, , 
51.48, 0.065003, , 
51.52, 0.064717, , 
51.56, 0.064549, , 
51.59, 0.064307, , 
51.63, 0.064079, , 
51.67, 0.063803, , 
51.70, 0.063520, , 
51.74, 0.063294, , 
51.78, 0.063024, , 
51.81, 0.062784, , 
51.85, 0.062558, , 
51.89, 0.062315, , 
51.92, 0.062198, , 
51.96, 0.061966, , 
52.00, 0.061789, , 
52.03, 0.061607, , 
52.07, 0.061532, , 
52.11, 0.061369, , 
52.14, 0.061153, , 
52.18, 0.061119, , 
52.22, 0.060935, , 
52.25, 0.060741, , 
52.29, 0.060574, , 
52.33, 0.060423, , 
52.36, 0.060314, , 
52.40, 0.060082, , 
52.44, 0.060074, , 
52.47, 0.059952, , 
52.51, 0.059773, , 
52.55, 0.059601, , 
52.58, 0.059507, , 
52.62, 0.059500, , 
52.66, 0.059281, , 
52.69, 0.059119, , 
52.73, 0.059057, , 
52.77, 0.058927, , 
52.80, 0.058776, , 
52.84, 0.058546, , 
52.88, 0.058552, , 
52.91, 0.058409, , 
52.95, 0.058225, , 
52.99, 0.058122, , 
53.02, 0.058029, , 
53.06, 0.057955, , 
53.10, 0.057711, , 
53.13, 0.057596, , 
53.17, 0.057567, , 
53.21, 0.057386, , 
53.24, 0.057251, , 
53.28, 0.057047, , 
53.32, 0.057045, , 
53.35, 0.056885, , 
53.39, 0.056688, , 
53.43, 0.056589, , 
53.46, 0.056482, , 
53.50, 0.056367, , 
53.54, 0.056100, , 
53.57, 0.056024, , 
53.61, 0.056022, , 
53.65, 0.055784, , 
53.68, 0.055632, , 
53.72, 0.055525, , 
53.76, 0.055471, , 
53.79, 0.055315, , 
53.83, 0.055146, , 
53.87, 0.055073, , 
53.90, 0.054993, , 
53.94, 0.055001, , 
53.98, 0.054867, , 
54.01, 0.054720, , 
54.05, 0.054593, , 
54.09, 0.054492, , 
54.12, 0.054532, , 
54.16, 0.054422, , 
54.20, 0.054242, , 
54.23, 0.054119, , 
54.27, 0.054070, , 
54.31, 0.054081, , 
54.34, 0.053945, , 
54.38, 0.053846, , 
54.42, 0.053663, , 
54.45, 0.053552, , 
54.49, 0.053566, , 
54.53, 0.053540, , 
54.56, 0.053620, , 
54.60, 0.053562, , 
54.64, 0.053469, , 
54.67, 0.053247, , 
54.71, 0.053122, , 
54.75, 0.053088, , 
54.78, 0.052999, , 
54.82, 0.053059, , 
54.86, 0.053003, , 
54.89, 0.052999, , 
54.93, 0.053172, , 
54.97, 0.053346, , 
55.00, 0.053489, , 
55.04, 0.053518, , 
55.08, 0.053675, , 
55.11, 0.053891, , 
55.15, 0.054078, , 
55.19, 0.054329, , 
55.22, 0.054571, , 
55.26, 0.054900, , 
55.30, 0.055289, , 
55.33, 0.055562, , 
55.37, 0.056040, , 
55.41, 0.056353, , 
55.44, 0.056851, , 
55.48, 0.057242, , 
55.52, 0.057803, , 
55.55, 0.058261, , 
55.59, 0.058736, , 
55.63, 0.059165, , 
55.66, 0.059650, , 
55.70, 0.060178, , 
55.74, 0.060616, , 
55.77, 0.060980, , 
55.81, 0.061541, , 
55.85, 0.061910, , 
55.88, 0.062273, , 
55.92, 0.062469, , 
55.96, 0.062834, , 
55.99, 0.063092, , 
56.03, 0.063282, , 
56.07, 0.063572, , 
56.10, 0.063790, , 
56.14, 0.063978, , 
56.18, 0.064041, , 
56.21, 0.064133, , 
56.25, 0.064392, , 
56.29, 0.064446, , 
56.32, 0.064545, , 
56.36, 0.064527, , 
56.40, 0.064311, , 
56.43, 0.064186, , 
56.47, 0.064109, , 
56.51, 0.064117, , 
56.54, 0.063954, , 
56.58, 0.063756, , 
56.62, 0.063589, , 
56.65, 0.063482, , 
56.69, 0.063326, , 
56.73, 0.063094, , 
56.76, 0.063074, , 
56.80, 0.062965, , 
56.84, 0.062771, , 
56.87, 0.062612, , 
56.91, 0.062469, , 
56.95, 0.062336, , 
56.98, 0.062108, , 
57.02, 0.062025, , 
57.06, 0.061978, , 
57.09, 0.061884, , 
57.13, 0.061750, , 
57.17, 0.061607, , 
57.20, 0.061569, , 
57.24, 0.061498, , 
57.28, 0.061349, , 
57.31, 0.061195, , 
57.35, 0.061032, , 
57.39, 0.061020, , 
57.42, 0.060903, , 
57.46, 0.060733, , 
57.50, 0.060604, , 
57.53, 0.060471, , 
57.57, 0.060505, , 
57.61, 0.060348, , 
57.64, 0.060189, , 
57.68, 0.060092, , 
57.72, 0.060045, , 
57.75, 0.060027, , 
57.79, 0.059795, , 
57.83, 0.059654, , 
57.86, 0.059541, , 
57.90, 0.059533, , 
57.94, 0.059490, , 
57.97, 0.059333, , 
58.01, 0.059176, , 
58.05, 0.059038, , 
58.08, 0.059018, , 
58.12, 0.058794, , 
58.16, 0.058645, , 
58.19, 0.058566, , 
58.23, 0.058479, , 
58.27, 0.058441, , 
58.30, 0.058282, , 
58.34, 0.058140, , 
58.38, 0.058054, , 
58.41, 0.057935, , 
58.45, 0.057820, , 
58.49, 0.057573, , 
58.52, 0.057573, , 
58.56, 0.057537, , 
58.60, 0.057378, , 
58.63, 0.057218, , 
58.67, 0.057081, , 
58.71, 0.057107, , 
58.74, 0.056998, , 
58.78, 0.056792, , 
58.82, 0.056623, , 
58.85, 0.056544, , 
58.89, 0.056567, , 
58.93, 0.056498, , 
58.96, 0.056371, , 
59.00, 0.056143, , 
59.04, 0.056058, , 
59.07, 0.056068, , 
59.11, 0.056038, , 
59.15, 0.056086, , 
59.18, 0.056036, , 
59.22, 0.056020, , 
59.26, 0.056006, , 
59.29, 0.055997, , 
59.33, 0.056066, , 
59.37, 0.056030, , 
59.40, 0.056175, , 
59.44, 0.056336, , 
59.48, 0.056431, , 
59.51, 0.056544, , 
59.55, 0.056629, , 
59.59, 0.056906, , 
59.62, 0.057012, , 
59.66, 0.057228, , 
59.70, 0.057464, , 
59.73, 0.057682, , 
59.77, 0.058005, , 
59.81, 0.058300, , 
59.84, 0.058613, , 
59.88, 0.058952, , 
59.92, 0.059268, , 
59.95, 0.059704, , 
59.99, 0.060059, , 
60.03, 0.060473, , 
60.06, 0.060788, , 
60.10, 0.061206, , 
60.14, 0.061563, , 
60.17, 0.061934, , 
60.21, 0.062354, , 
60.25, 0.062664, , 
60.28, 0.063009, , 
60.32, 0.063308, , 
60.36, 0.063474, , 
60.39, 0.063740, , 
60.43, 0.063871, , 
60.47, 0.064049, , 
60.50, 0.064214, , 
60.54, 0.064404, , 
60.58, 0.064501, , 
60.61, 0.064481, , 
60.65, 0.064559, , 
60.69, 0.064549, , 
60.72, 0.064561, , 
60.76, 0.064547, , 
60.80, 0.064543, , 
60.83, 0.064585, , 
60.87, 0.064525, , 
60.91, 0.064539, , 
60.94, 0.064527, , 
60.98, 0.064505, , 
61.02, 0.064543, , 
61.05, 0.064446, , 
61.09, 0.064357, , 
61.13, 0.064109, , 
61.16, 0.064041, , 
61.20, 0.064006, , 
61.24, 0.063960, , 
61.27, 0.063936, , 
61.31, 0.063681, , 
61.35, 0.063566, , 
61.38, 0.063484, , 
61.42, 0.063482, , 
61.46, 0.063496, , 
61.49, 0.063316, , 
61.53, 0.063223, , 
61.57, 0.063090, , 
61.60, 0.063060, , 
61.64, 0.063036, , 
61.68, 0.062913, , 
61.71, 0.062808, , 
61.75, 0.062574, , 
61.79, 0.062557, , 
61.82, 0.062481, , 
61.86, 0.062412, , 
61.90, 0.062309, , 
61.93, 0.062116, , 
61.97, 0.062091, , 
62.01, 0.061982, , 
62.04, 0.061773, , 
62.08, 0.061619, , 
62.12, 0.061498, , 
62.15, 0.061474, , 
62.19, 0.061238, , 
62.23, 0.061095, , 
62.26, 0.061026, , 
62.30, 0.060998, , 
62.34, 0.060931, , 
62.37, 0.060713, , 
62.41, 0.060608, , 
62.45, 0.060526, , 
62.48, 0.060503, , 
62.52, 0.060519, , 
62.56, 0.060491, , 
62.59, 0.060534, , 
62.63, 0.060528, , 
62.67, 0.060505, , 
62.70, 0.060475, , 
62.74, 0.060451, , 
62.78, 0.060576, , 
62.81, 0.060741, , 
62.85, 0.060949, , 
62.89, 0.060943, , 
62.92, 0.061002, , 
62.96, 0.061240, , 
63.00, 0.061442, , 
63.03, 0.061664, , 
63.07, 0.061888, , 
63.11, 0.062223, , 
63.14, 0.062483, , 
63.18, 0.062666, , 
63.22, 0.062963, , 
63.25, 0.063159, , 
63.29, 0.063500, , 
63.33, 0.063780, , 
63.36, 0.064109, , 
63.40, 0.064481, , 
63.44, 0.064692, , 
63.47, 0.064930, , 
63.51, 0.065235, , 
63.55, 0.065512, , 
63.58, 0.065772, , 
63.62, 0.065913, , 
63.66, 0.066159, , 
63.69, 0.066319, , 
63.73, 0.066512, , 
63.77, 0.066529, , 
63.80, 0.066515, , 
63.84, 0.066765, , 
63.88, 0.066916, , 
63.91, 0.066991, , 
63.95, 0.067017, , 
63.99, 0.067059, , 
64.02, 0.067080, , 
64.06, 0.066997, , 
64.10, 0.066920, , 
64.13, 0.066676, , 
64.17, 0.066626, , 
64.21, 0.066591, , 
64.24, 0.066519, , 
64.28, 0.066581, , 
64.32, 0.066327, , 
64.35, 0.066240, , 
64.39, 0.066135, , 
64.43, 0.066111, , 
64.46, 0.066117, , 
64.50, 0.066024, , 
64.54, 0.066069, , 
64.57, 0.065933, , 
64.61, 0.065713, , 
64.65, 0.065651, , 
64.68, 0.065613, , 
64.72, 0.065613, , 
64.76, 0.065463, , 
64.79, 0.065306, , 
64.83, 0.065118, , 
64.87, 0.065003, , 
64.90, 0.065066, , 
64.94, 0.065031, , 
64.98, 0.065092, , 
65.01, 0.065027, , 
65.05, 0.065005, , 
65.09, 0.065062, , 
65.12, 0.065035, , 
65.16, 0.065070, , 
65.20, 0.065025, , 
65.23, 0.065221, , 
65.27, 0.065407, , 
65.31, 0.065469, , 
65.34, 0.065534, , 
65.38, 0.065697, , 
65.42, 0.065960, , 
65.45, 0.066028, , 
65.49, 0.066218, , 
65.53, 0.066414, , 
65.56, 0.066496, , 
65.60, 0.066783, , 
65.64, 0.066906, , 
65.67, 0.067065, , 
65.71, 0.067338, , 
65.75, 0.067515, , 
65.78, 0.067638, , 
65.82, 0.067778, , 
65.86, 0.068020, , 
65.89, 0.068034, , 
65.93, 0.068086, , 
65.97, 0.068224, , 
66.00, 0.068345, , 
66.04, 0.068502, , 
66.08, 0.068490, , 
66.11, 0.068559, , 
66.15, 0.068567, , 
66.19, 0.068544, , 
66.22, 0.068597, , 
66.26, 0.068470, , 
66.30, 0.068349, , 
66.33, 0.068203, , 
66.37, 0.068084, , 
66.41, 0.068086, , 
66.44, 0.068054, , 
66.48, 0.068058, , 
66.52, 0.067990, , 
66.55, 0.067885, , 
66.59, 0.067727, , 
66.63, 0.067519, , 
66.66, 0.067552, , 
66.70, 0.067517, , 
66.74, 0.067517, , 
66.77, 0.067334, , 
66.81, 0.067104, , 
66.85, 0.067098, , 
66.88, 0.067043, , 
66.92, 0.067082, , 
66.96, 0.067176, , 
66.99, 0.067380, , 
67.03, 0.067525, , 
67.07, 0.067554, , 
67.10, 0.067574, , 
67.14, 0.067622, , 
67.18, 0.067840, , 
67.21, 0.068016, , 
67.25, 0.068052, , 
67.29, 0.068109, , 
67.32, 0.068088, , 
67.36, 0.068246, , 
67.40, 0.068403, , 
67.43, 0.068518, , 
67.47, 0.068561, , 
67.51, 0.068526, , 
67.54, 0.068577, , 
67.58, 0.068534, , 
67.62, 0.068609, , 
67.65, 0.068660, , 
67.69, 0.068579, , 
67.73, 0.068601, , 
67.76, 0.068563, , 
67.80, 0.068581, , 
67.84, 0.068544, , 
67.87, 0.068498, , 
67.91, 0.068349, , 
67.95, 0.068153, , 
67.98, 0.068137, , 
68.02, 0.068074, , 
68.06, 0.068109, , 
68.09, 0.068068, , 
68.13, 0.068060, , 
68.17, 0.068092, , 
68.20, 0.068022, , 
68.24, 0.068056, , 
68.28, 0.068046, , 
68.31, 0.068050, , 
68.35, 0.068068, , 
68.39, 0.068060, , 
68.42, 0.068109, , 
68.46, 0.068018, , 
68.50, 0.068064, , 
68.53, 0.068097, , 
68.57, 0.068082, , 
68.61, 0.068107, , 
68.64, 0.068052, , 
68.68, 0.068056, , 
68.72, 0.068032, , 
68.75, 0.068072, , 
68.79, 0.068103, , 
68.83, 0.068026, , 
68.86, 0.068050, , 
68.90, 0.067883, , 
68.94, 0.067737, , 
68.97, 0.067626, , 
69.01, 0.067544, , 
69.05, 0.067580, , 
69.08, 0.067534, , 
69.12, 0.067584, , 
69.16, 0.067566, , 
69.19, 0.067489, , 
69.23, 0.067352, , 
69.27, 0.067138, , 
69.30, 0.067130, , 
69.34, 0.067094, , 
69.38, 0.067100, , 
69.41, 0.067116, , 
69.45, 0.067021, , 
69.49, 0.067069, , 
69.52, 0.067039, , 
69.56, 0.067071, , 
69.60, 0.067051, , 
69.63, 0.067001, , 
