Gradient Profiler Text Data File: hct116_polysome_arg.csv
Version: 1.88
Date: 2017-02-13
Time: 17:08:30

User: Alicia
Experiment name: 20170213_rpB_redohct1163h_polysomeshct1163h
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 150
w2t:  x 10^0
Sample Volume: 0.3 ml
Number of Tubes: 8
Volume per mm: 0.143 ml/mm
Temperature: 4.0 deg C

Absorbance Units Full Scale (AUFS): 2.00
Manual-triggered gradient; (with distance; but no event marks)
Delay: No Delay
UV Wavelength: 254 nm
Samples / sec: 6 Hz
EM1 Speed: 0.22 mm/sec
Distance: 2.02 mm
Number: 52
Dead Volume: 0.000000 ml; Distance due to Dead Volume: 0.00 mm
Length of Tubing: 0 mm
Total Distance: 105.04 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
32.86, 0.521191, , 
32.89, 0.515808, , 
32.93, 0.510168, , 
32.97, 0.504728, , 
33.00, 0.499584, , 
33.04, 0.494035, , 
33.08, 0.488262, , 
33.11, 0.483708, , 
33.15, 0.478357, , 
33.19, 0.472842, , 
33.22, 0.467999, , 
33.26, 0.463513, , 
33.30, 0.458214, , 
33.33, 0.453775, , 
33.37, 0.449174, , 
33.41, 0.444787, , 
33.44, 0.440691, , 
33.48, 0.436355, , 
33.52, 0.431899, , 
33.55, 0.428413, , 
33.59, 0.424385, , 
33.63, 0.420262, , 
33.66, 0.416653, , 
33.70, 0.413369, , 
33.74, 0.409429, , 
33.77, 0.406071, , 
33.81, 0.402643, , 
33.85, 0.399251, , 
33.88, 0.396127, , 
33.92, 0.392852, , 
33.96, 0.389531, , 
33.99, 0.386865, , 
34.03, 0.383715, , 
34.07, 0.380400, , 
34.10, 0.377526, , 
34.14, 0.374923, , 
34.18, 0.371737, , 
34.21, 0.369019, , 
34.25, 0.366136, , 
34.29, 0.363450, , 
34.32, 0.360930, , 
34.36, 0.358211, , 
34.40, 0.355461, , 
34.43, 0.353237, , 
34.47, 0.350715, , 
34.51, 0.347997, , 
34.54, 0.345551, , 
34.58, 0.343360, , 
34.62, 0.340777, , 
34.65, 0.338592, , 
34.69, 0.336362, , 
34.73, 0.333937, , 
34.76, 0.331780, , 
34.80, 0.329405, , 
34.84, 0.326973, , 
34.87, 0.324935, , 
34.91, 0.322645, , 
34.95, 0.320363, , 
34.98, 0.318240, , 
35.02, 0.316060, , 
35.06, 0.313918, , 
35.09, 0.311960, , 
35.13, 0.309946, , 
35.17, 0.307559, , 
35.20, 0.305808, , 
35.24, 0.303742, , 
35.28, 0.301639, , 
35.31, 0.299637, , 
35.35, 0.297849, , 
35.39, 0.295751, , 
35.42, 0.293894, , 
35.46, 0.291953, , 
35.50, 0.290224, , 
35.53, 0.288446, , 
35.57, 0.286444, , 
35.61, 0.284509, , 
35.64, 0.283038, , 
35.68, 0.281024, , 
35.72, 0.279227, , 
35.75, 0.277546, , 
35.79, 0.276075, , 
35.83, 0.274027, , 
35.86, 0.272410, , 
35.90, 0.270637, , 
35.94, 0.269018, , 
35.97, 0.267283, , 
36.01, 0.265422, , 
36.05, 0.263594, , 
36.08, 0.262394, , 
36.12, 0.260572, , 
36.16, 0.259040, , 
36.19, 0.257516, , 
36.23, 0.256173, , 
36.27, 0.254421, , 
36.30, 0.252932, , 
36.34, 0.251364, , 
36.38, 0.250020, , 
36.41, 0.248525, , 
36.45, 0.247062, , 
36.49, 0.245652, , 
36.52, 0.244588, , 
36.56, 0.242825, , 
36.60, 0.241408, , 
36.63, 0.240078, , 
36.67, 0.238952, , 
36.71, 0.237483, , 
36.74, 0.236295, , 
36.78, 0.235050, , 
36.82, 0.233972, , 
36.85, 0.232671, , 
36.89, 0.231335, , 
36.93, 0.230277, , 
36.96, 0.229198, , 
37.00, 0.227905, , 
37.04, 0.226807, , 
37.07, 0.225659, , 
37.11, 0.224730, , 
37.15, 0.223596, , 
37.18, 0.222446, , 
37.22, 0.221330, , 
37.26, 0.220374, , 
37.29, 0.219302, , 
37.33, 0.218233, , 
37.37, 0.217222, , 
37.40, 0.216272, , 
37.44, 0.215160, , 
37.48, 0.214236, , 
37.51, 0.213106, , 
37.55, 0.212177, , 
37.59, 0.211156, , 
37.62, 0.210101, , 
37.66, 0.209056, , 
37.70, 0.208049, , 
37.73, 0.206854, , 
37.77, 0.205573, , 
37.81, 0.204495, , 
37.84, 0.203454, , 
37.88, 0.202298, , 
37.92, 0.201323, , 
37.95, 0.200123, , 
37.99, 0.199134, , 
38.03, 0.198129, , 
38.06, 0.197106, , 
38.10, 0.196119, , 
38.14, 0.195203, , 
38.17, 0.194132, , 
38.21, 0.193036, , 
38.25, 0.192126, , 
38.28, 0.191222, , 
38.32, 0.190110, , 
38.36, 0.189184, , 
38.39, 0.188016, , 
38.43, 0.186928, , 
38.47, 0.186028, , 
38.50, 0.184882, , 
38.54, 0.183726, , 
38.58, 0.182501, , 
38.61, 0.181704, , 
38.65, 0.180400, , 
38.69, 0.179304, , 
38.72, 0.178275, , 
38.76, 0.177285, , 
38.80, 0.176143, , 
38.83, 0.175097, , 
38.87, 0.174052, , 
38.91, 0.173166, , 
38.94, 0.172064, , 
38.98, 0.171043, , 
39.02, 0.170010, , 
39.05, 0.169350, , 
39.09, 0.168184, , 
39.13, 0.167254, , 
39.16, 0.166410, , 
39.20, 0.165531, , 
39.24, 0.164550, , 
39.27, 0.163729, , 
39.31, 0.162917, , 
39.35, 0.162266, , 
39.38, 0.161449, , 
39.42, 0.160704, , 
39.46, 0.159834, , 
39.49, 0.159304, , 
39.53, 0.158355, , 
39.57, 0.157538, , 
39.60, 0.156834, , 
39.64, 0.156160, , 
39.68, 0.155328, , 
39.71, 0.154547, , 
39.75, 0.153773, , 
39.79, 0.153109, , 
39.82, 0.152273, , 
39.86, 0.151509, , 
39.90, 0.150617, , 
39.93, 0.150100, , 
39.97, 0.149273, , 
40.01, 0.148675, , 
40.04, 0.148108, , 
40.08, 0.147491, , 
40.12, 0.146876, , 
40.15, 0.146270, , 
40.19, 0.145620, , 
40.23, 0.145166, , 
40.26, 0.144480, , 
40.30, 0.143756, , 
40.34, 0.143046, , 
40.37, 0.142499, , 
40.41, 0.141851, , 
40.45, 0.141224, , 
40.48, 0.140463, , 
40.52, 0.139726, , 
40.56, 0.139254, , 
40.59, 0.138598, , 
40.63, 0.137902, , 
40.67, 0.137258, , 
40.70, 0.136520, , 
40.74, 0.135991, , 
40.78, 0.135307, , 
40.81, 0.134724, , 
40.85, 0.134137, , 
40.89, 0.133538, , 
40.92, 0.132997, , 
40.96, 0.132412, , 
41.00, 0.131798, , 
41.03, 0.131146, , 
41.07, 0.130571, , 
41.11, 0.130033, , 
41.14, 0.129250, , 
41.18, 0.128626, , 
41.22, 0.128007, , 
41.25, 0.127442, , 
41.29, 0.126747, , 
41.33, 0.126205, , 
41.36, 0.125621, , 
41.40, 0.124976, , 
41.44, 0.124409, , 
41.47, 0.123777, , 
41.51, 0.123087, , 
41.55, 0.122566, , 
41.58, 0.121905, , 
41.62, 0.121321, , 
41.66, 0.120744, , 
41.69, 0.120266, , 
41.73, 0.119760, , 
41.77, 0.119181, , 
41.80, 0.118577, , 
41.84, 0.118002, , 
41.88, 0.117564, , 
41.91, 0.117019, , 
41.95, 0.116448, , 
41.99, 0.116047, , 
42.02, 0.115629, , 
42.06, 0.115262, , 
42.10, 0.114844, , 
42.13, 0.114432, , 
42.17, 0.114108, , 
42.21, 0.113785, , 
42.24, 0.113555, , 
42.28, 0.113105, , 
42.32, 0.112836, , 
42.35, 0.112451, , 
42.39, 0.112140, , 
42.43, 0.111900, , 
42.46, 0.111553, , 
42.50, 0.111158, , 
42.54, 0.110794, , 
42.57, 0.110518, , 
42.61, 0.110252, , 
42.65, 0.109886, , 
42.68, 0.109674, , 
42.72, 0.109289, , 
42.76, 0.109033, , 
42.79, 0.108791, , 
42.83, 0.108405, , 
42.87, 0.108203, , 
42.90, 0.108002, , 
42.94, 0.107642, , 
42.98, 0.107198, , 
43.01, 0.106952, , 
43.05, 0.106633, , 
43.09, 0.106252, , 
43.12, 0.105956, , 
43.16, 0.105503, , 
43.20, 0.105165, , 
43.23, 0.104805, , 
43.27, 0.104539, , 
43.31, 0.103980, , 
43.34, 0.103633, , 
43.38, 0.103280, , 
43.42, 0.102864, , 
43.45, 0.102479, , 
43.49, 0.102176, , 
43.53, 0.101857, , 
43.56, 0.101401, , 
43.60, 0.100931, , 
43.64, 0.100560, , 
43.67, 0.100251, , 
43.71, 0.099753, , 
43.75, 0.099412, , 
43.78, 0.099129, , 
43.82, 0.098524, , 
43.86, 0.098021, , 
43.89, 0.097587, , 
43.93, 0.097269, , 
43.97, 0.096825, , 
44.00, 0.096570, , 
44.04, 0.096355, , 
44.08, 0.095804, , 
44.11, 0.095400, , 
44.15, 0.094948, , 
44.19, 0.094583, , 
44.22, 0.094232, , 
44.26, 0.093842, , 
44.30, 0.093463, , 
44.33, 0.093039, , 
44.37, 0.092745, , 
44.41, 0.092335, , 
44.44, 0.091958, , 
44.48, 0.091526, , 
44.52, 0.091193, , 
44.55, 0.090824, , 
44.59, 0.090374, , 
44.63, 0.090057, , 
44.66, 0.089673, , 
44.70, 0.089369, , 
44.74, 0.089119, , 
44.77, 0.088830, , 
44.81, 0.088602, , 
44.85, 0.088243, , 
44.88, 0.087930, , 
44.92, 0.087589, , 
44.96, 0.087355, , 
44.99, 0.087030, , 
45.03, 0.086671, , 
45.07, 0.086443, , 
45.10, 0.086170, , 
45.14, 0.085884, , 
45.18, 0.085551, , 
45.21, 0.085202, , 
45.25, 0.085018, , 
45.29, 0.084651, , 
45.32, 0.084391, , 
45.36, 0.084074, , 
45.40, 0.083832, , 
45.43, 0.083590, , 
45.47, 0.083212, , 
45.51, 0.082938, , 
45.54, 0.082645, , 
45.58, 0.082371, , 
45.62, 0.082153, , 
45.65, 0.081935, , 
45.69, 0.081717, , 
45.73, 0.081368, , 
45.76, 0.081122, , 
45.80, 0.080797, , 
45.84, 0.080639, , 
45.87, 0.080488, , 
45.91, 0.080143, , 
45.95, 0.079849, , 
45.98, 0.079671, , 
46.02, 0.079447, , 
46.06, 0.079106, , 
46.09, 0.078821, , 
46.13, 0.078654, , 
46.17, 0.078373, , 
46.20, 0.078135, , 
46.24, 0.077760, , 
46.28, 0.077492, , 
46.31, 0.077348, , 
46.35, 0.076987, , 
46.39, 0.076810, , 
46.42, 0.076515, , 
46.46, 0.076267, , 
46.50, 0.075980, , 
46.53, 0.075722, , 
46.57, 0.075514, , 
46.61, 0.075270, , 
46.64, 0.075100, , 
46.68, 0.074852, , 
46.72, 0.074661, , 
46.75, 0.074570, , 
46.79, 0.074257, , 
46.83, 0.074174, , 
46.86, 0.073944, , 
46.90, 0.073769, , 
46.94, 0.073583, , 
46.97, 0.073319, , 
47.01, 0.073137, , 
47.05, 0.072851, , 
47.08, 0.072602, , 
47.12, 0.072368, , 
47.16, 0.072191, , 
47.19, 0.072072, , 
47.23, 0.071719, , 
47.27, 0.071632, , 
47.30, 0.071363, , 
47.34, 0.071206, , 
47.38, 0.071039, , 
47.41, 0.070806, , 
47.45, 0.070657, , 
47.49, 0.070514, , 
47.52, 0.070328, , 
47.56, 0.070145, , 
47.60, 0.070064, , 
47.63, 0.070022, , 
47.67, 0.069769, , 
47.71, 0.069636, , 
47.74, 0.069580, , 
47.78, 0.069501, , 
47.82, 0.069384, , 
47.85, 0.069160, , 
47.89, 0.069087, , 
47.93, 0.068879, , 
47.96, 0.068688, , 
48.00, 0.068633, , 
48.04, 0.068538, , 
48.07, 0.068407, , 
48.11, 0.068161, , 
48.15, 0.068094, , 
48.18, 0.067941, , 
48.22, 0.067707, , 
48.26, 0.067640, , 
48.29, 0.067525, , 
48.33, 0.067414, , 
48.37, 0.067215, , 
48.40, 0.067098, , 
48.44, 0.066952, , 
48.48, 0.066759, , 
48.51, 0.066692, , 
48.55, 0.066559, , 
48.59, 0.066446, , 
48.62, 0.066256, , 
48.66, 0.066141, , 
48.70, 0.066135, , 
48.73, 0.066038, , 
48.77, 0.065903, , 
48.81, 0.065713, , 
48.84, 0.065592, , 
48.88, 0.065619, , 
48.92, 0.065574, , 
48.95, 0.065615, , 
48.99, 0.065564, , 
49.03, 0.065592, , 
49.06, 0.065578, , 
49.10, 0.065536, , 
49.14, 0.065675, , 
49.17, 0.065845, , 
49.21, 0.066046, , 
49.25, 0.066117, , 
49.28, 0.066278, , 
49.32, 0.066470, , 
49.36, 0.066636, , 
49.39, 0.066902, , 
49.43, 0.067075, , 
49.47, 0.067425, , 
49.50, 0.067824, , 
49.54, 0.068113, , 
49.58, 0.068520, , 
49.61, 0.068912, , 
49.65, 0.069394, , 
49.69, 0.069656, , 
49.72, 0.070032, , 
49.76, 0.070530, , 
49.80, 0.070871, , 
49.83, 0.071277, , 
49.87, 0.071610, , 
49.91, 0.072001, , 
49.94, 0.072399, , 
49.98, 0.072719, , 
50.02, 0.073016, , 
50.05, 0.073295, , 
50.09, 0.073714, , 
50.13, 0.073942, , 
50.16, 0.074209, , 
50.20, 0.074459, , 
50.24, 0.074540, , 
50.27, 0.074721, , 
50.31, 0.074864, , 
50.35, 0.074981, , 
50.38, 0.075088, , 
50.42, 0.075068, , 
50.46, 0.075084, , 
50.49, 0.075000, , 
50.53, 0.075040, , 
50.57, 0.074850, , 
50.60, 0.074691, , 
50.64, 0.074636, , 
50.68, 0.074469, , 
50.71, 0.074370, , 
50.75, 0.074207, , 
50.79, 0.073908, , 
50.82, 0.073676, , 
50.86, 0.073351, , 
50.90, 0.073173, , 
50.93, 0.072851, , 
50.97, 0.072625, , 
51.01, 0.072340, , 
51.04, 0.072144, , 
51.08, 0.071844, , 
51.12, 0.071426, , 
51.15, 0.071210, , 
51.19, 0.070960, , 
51.23, 0.070694, , 
51.26, 0.070445, , 
51.30, 0.070114, , 
51.34, 0.069850, , 
51.37, 0.069564, , 
51.41, 0.069319, , 
51.45, 0.069126, , 
51.48, 0.068992, , 
51.52, 0.068827, , 
51.56, 0.068490, , 
51.59, 0.068312, , 
51.63, 0.068153, , 
51.67, 0.067899, , 
51.70, 0.067709, , 
51.74, 0.067511, , 
51.78, 0.067340, , 
51.81, 0.067156, , 
51.85, 0.066977, , 
51.89, 0.066743, , 
51.92, 0.066593, , 
51.96, 0.066551, , 
52.00, 0.066284, , 
52.03, 0.066176, , 
52.07, 0.066085, , 
52.11, 0.065875, , 
52.14, 0.065754, , 
52.18, 0.065520, , 
52.22, 0.065322, , 
52.25, 0.065156, , 
52.29, 0.065074, , 
52.33, 0.064817, , 
52.36, 0.064612, , 
52.40, 0.064525, , 
52.44, 0.064267, , 
52.47, 0.064140, , 
52.51, 0.064085, , 
52.55, 0.063932, , 
52.58, 0.063780, , 
52.62, 0.063611, , 
52.66, 0.063540, , 
52.69, 0.063318, , 
52.73, 0.063149, , 
52.77, 0.063114, , 
52.80, 0.062931, , 
52.84, 0.062784, , 
52.88, 0.062558, , 
52.91, 0.062469, , 
52.95, 0.062336, , 
52.99, 0.062130, , 
53.02, 0.062075, , 
53.06, 0.061950, , 
53.10, 0.061871, , 
53.13, 0.061647, , 
53.17, 0.061539, , 
53.21, 0.061532, , 
53.24, 0.061313, , 
53.28, 0.061181, , 
53.32, 0.061060, , 
53.35, 0.061024, , 
53.39, 0.061060, , 
53.43, 0.060943, , 
53.46, 0.060792, , 
53.50, 0.060588, , 
53.54, 0.060560, , 
53.57, 0.060503, , 
53.61, 0.060251, , 
53.65, 0.060134, , 
53.68, 0.060031, , 
53.72, 0.060051, , 
53.76, 0.059862, , 
53.79, 0.059646, , 
53.83, 0.059575, , 
53.87, 0.059523, , 
53.90, 0.059563, , 
53.94, 0.059307, , 
53.98, 0.059107, , 
54.01, 0.059071, , 
54.05, 0.059020, , 
54.09, 0.059085, , 
54.12, 0.059044, , 
54.16, 0.059065, , 
54.20, 0.059038, , 
54.23, 0.058992, , 
54.27, 0.059055, , 
54.31, 0.059052, , 
54.34, 0.059052, , 
54.38, 0.059006, , 
54.42, 0.059020, , 
54.45, 0.059059, , 
54.49, 0.059139, , 
54.53, 0.059406, , 
54.56, 0.059458, , 
54.60, 0.059545, , 
54.64, 0.059807, , 
54.67, 0.059914, , 
54.71, 0.060213, , 
54.75, 0.060477, , 
54.78, 0.060875, , 
54.82, 0.061145, , 
54.86, 0.061480, , 
54.89, 0.061807, , 
54.93, 0.062178, , 
54.97, 0.062493, , 
55.00, 0.062808, , 
55.04, 0.063133, , 
55.08, 0.063570, , 
55.11, 0.063895, , 
55.15, 0.064321, , 
55.19, 0.064640, , 
55.22, 0.064991, , 
55.26, 0.065269, , 
55.30, 0.065625, , 
55.33, 0.065915, , 
55.37, 0.066155, , 
55.41, 0.066476, , 
55.44, 0.066621, , 
55.48, 0.066827, , 
55.52, 0.067011, , 
55.55, 0.067015, , 
55.59, 0.067088, , 
55.63, 0.067039, , 
55.66, 0.067049, , 
55.70, 0.067100, , 
55.74, 0.067086, , 
55.77, 0.067130, , 
55.81, 0.067071, , 
55.85, 0.067092, , 
55.88, 0.067075, , 
55.92, 0.067003, , 
55.96, 0.067102, , 
55.99, 0.067005, , 
56.03, 0.066821, , 
56.07, 0.066660, , 
56.10, 0.066634, , 
56.14, 0.066615, , 
56.18, 0.066563, , 
56.21, 0.066446, , 
56.25, 0.066190, , 
56.29, 0.066155, , 
56.32, 0.066030, , 
56.36, 0.065772, , 
56.40, 0.065613, , 
56.43, 0.065544, , 
56.47, 0.065504, , 
56.51, 0.065306, , 
56.54, 0.065114, , 
56.58, 0.065050, , 
56.62, 0.064826, , 
56.65, 0.064719, , 
56.69, 0.064563, , 
56.73, 0.064525, , 
56.76, 0.064398, , 
56.80, 0.064154, , 
56.84, 0.064093, , 
56.87, 0.063988, , 
56.91, 0.063914, , 
56.95, 0.063728, , 
56.98, 0.063597, , 
57.02, 0.063562, , 
57.06, 0.063468, , 
57.09, 0.063510, , 
57.13, 0.063445, , 
57.17, 0.063238, , 
57.20, 0.063123, , 
57.24, 0.063003, , 
57.28, 0.063032, , 
57.31, 0.062874, , 
57.35, 0.062650, , 
57.39, 0.062545, , 
57.42, 0.062491, , 
57.46, 0.062334, , 
57.50, 0.062101, , 
57.53, 0.062063, , 
57.57, 0.062021, , 
57.61, 0.061952, , 
57.64, 0.061801, , 
57.68, 0.061559, , 
57.72, 0.061553, , 
57.75, 0.061490, , 
57.79, 0.061399, , 
57.83, 0.061193, , 
57.87, 0.061177, , 
57.90, 0.061036, , 
57.94, 0.060804, , 
57.97, 0.060687, , 
58.01, 0.060564, , 
58.05, 0.060542, , 
58.08, 0.060465, , 
58.12, 0.060172, , 
58.16, 0.060104, , 
58.19, 0.059971, , 
58.23, 0.059959, , 
58.27, 0.059837, , 
58.30, 0.059668, , 
58.34, 0.059577, , 
58.38, 0.059458, , 
58.41, 0.059486, , 
58.45, 0.059420, , 
58.49, 0.059186, , 
58.52, 0.059048, , 
58.56, 0.058992, , 
58.60, 0.059032, , 
58.63, 0.058996, , 
58.67, 0.059016, , 
58.71, 0.059044, , 
58.74, 0.058998, , 
58.78, 0.059200, , 
58.82, 0.059335, , 
58.85, 0.059523, , 
58.89, 0.059539, , 
58.93, 0.059573, , 
58.96, 0.059771, , 
59.00, 0.059904, , 
59.04, 0.060019, , 
59.07, 0.060199, , 
59.11, 0.060380, , 
59.15, 0.060572, , 
59.18, 0.060762, , 
59.22, 0.061032, , 
59.26, 0.061248, , 
59.29, 0.061522, , 
59.33, 0.061764, , 
59.37, 0.061964, , 
59.40, 0.062309, , 
59.44, 0.062428, , 
59.48, 0.062600, , 
59.51, 0.062868, , 
59.55, 0.063125, , 
59.59, 0.063336, , 
59.62, 0.063472, , 
59.66, 0.063788, , 
59.70, 0.063911, , 
59.73, 0.064004, , 
59.77, 0.064139, , 
59.81, 0.064265, , 
59.84, 0.064470, , 
59.88, 0.064507, , 
59.92, 0.064557, , 
59.95, 0.064525, , 
59.99, 0.064499, , 
60.03, 0.064531, , 
60.06, 0.064478, , 
60.10, 0.064549, , 
60.14, 0.064517, , 
60.17, 0.064529, , 
60.21, 0.064531, , 
60.25, 0.064478, , 
60.28, 0.064553, , 
60.32, 0.064535, , 
60.36, 0.064529, , 
60.39, 0.064345, , 
60.43, 0.064113, , 
60.47, 0.064065, , 
60.50, 0.064000, , 
60.54, 0.064041, , 
60.58, 0.063873, , 
60.61, 0.063649, , 
60.65, 0.063579, , 
60.69, 0.063486, , 
60.72, 0.063516, , 
60.76, 0.063379, , 
60.80, 0.063244, , 
60.83, 0.063135, , 
60.87, 0.063080, , 
60.91, 0.063066, , 
60.94, 0.062931, , 
60.98, 0.062808, , 
61.02, 0.062614, , 
61.05, 0.062523, , 
61.09, 0.062505, , 
61.13, 0.062386, , 
61.16, 0.062210, , 
61.20, 0.062025, , 
61.24, 0.062059, , 
61.27, 0.062075, , 
61.31, 0.061954, , 
61.35, 0.061771, , 
61.38, 0.061599, , 
61.42, 0.061557, , 
61.46, 0.061514, , 
61.49, 0.061355, , 
61.53, 0.061169, , 
61.57, 0.061087, , 
61.60, 0.061084, , 
61.64, 0.060957, , 
61.68, 0.060790, , 
61.71, 0.060673, , 
61.75, 0.060521, , 
61.79, 0.060530, , 
61.82, 0.060340, , 
61.86, 0.060227, , 
61.90, 0.060108, , 
61.93, 0.060047, , 
61.97, 0.060059, , 
62.01, 0.060029, , 
62.04, 0.060078, , 
62.08, 0.060011, , 
62.12, 0.060023, , 
62.15, 0.059997, , 
62.19, 0.059916, , 
62.23, 0.060043, , 
62.26, 0.059991, , 
62.30, 0.060009, , 
62.34, 0.060035, , 
62.37, 0.060110, , 
62.41, 0.060378, , 
62.45, 0.060435, , 
62.48, 0.060509, , 
62.52, 0.060507, , 
62.56, 0.060711, , 
62.59, 0.060842, , 
62.63, 0.060967, , 
62.67, 0.061175, , 
62.70, 0.061315, , 
62.74, 0.061541, , 
62.78, 0.061718, , 
62.81, 0.061865, , 
62.85, 0.062035, , 
62.89, 0.062154, , 
62.92, 0.062352, , 
62.96, 0.062483, , 
63.00, 0.062634, , 
63.03, 0.062773, , 
63.07, 0.062949, , 
63.11, 0.063050, , 
63.14, 0.063060, , 
63.18, 0.063240, , 
63.22, 0.063425, , 
63.25, 0.063468, , 
63.29, 0.063530, , 
63.33, 0.063492, , 
63.36, 0.063546, , 
63.40, 0.063538, , 
63.44, 0.063544, , 
63.47, 0.063558, , 
63.51, 0.063510, , 
63.55, 0.063570, , 
63.58, 0.063496, , 
63.62, 0.063508, , 
63.66, 0.063522, , 
63.69, 0.063506, , 
63.73, 0.063403, , 
63.77, 0.063143, , 
63.80, 0.063076, , 
63.84, 0.063032, , 
63.88, 0.063007, , 
63.91, 0.062935, , 
63.95, 0.062683, , 
63.99, 0.062584, , 
64.02, 0.062541, , 
64.06, 0.062521, , 
64.10, 0.062551, , 
64.13, 0.062525, , 
64.17, 0.062459, , 
64.21, 0.062204, , 
64.24, 0.062134, , 
64.28, 0.062049, , 
64.32, 0.062017, , 
64.35, 0.062027, , 
64.39, 0.061912, , 
64.43, 0.061762, , 
64.46, 0.061633, , 
64.50, 0.061524, , 
64.54, 0.061516, , 
64.57, 0.061484, , 
64.61, 0.061526, , 
64.65, 0.061520, , 
64.68, 0.061549, , 
64.72, 0.061581, , 
64.76, 0.061545, , 
64.79, 0.061597, , 
64.83, 0.061545, , 
64.87, 0.061541, , 
64.90, 0.061510, , 
64.94, 0.061633, , 
64.98, 0.061791, , 
65.01, 0.061942, , 
65.05, 0.062067, , 
65.09, 0.062019, , 
65.12, 0.062071, , 
65.16, 0.062275, , 
65.20, 0.062414, , 
65.23, 0.062553, , 
65.27, 0.062545, , 
65.31, 0.062675, , 
65.34, 0.062824, , 
65.38, 0.062943, , 
65.42, 0.063012, , 
65.45, 0.062993, , 
65.49, 0.063123, , 
65.53, 0.063268, , 
65.56, 0.063385, , 
65.60, 0.063526, , 
65.64, 0.063472, , 
65.67, 0.063585, , 
65.71, 0.063530, , 
65.75, 0.063548, , 
65.78, 0.063570, , 
65.82, 0.063536, , 
65.86, 0.063554, , 
65.89, 0.063484, , 
65.93, 0.063564, , 
65.97, 0.063530, , 
66.00, 0.063516, , 
66.04, 0.063570, , 
66.08, 0.063486, , 
66.11, 0.063524, , 
66.15, 0.063510, , 
66.19, 0.063486, , 
66.22, 0.063272, , 
66.26, 0.063131, , 
66.30, 0.063112, , 
66.33, 0.063024, , 
66.37, 0.063034, , 
66.41, 0.062903, , 
66.44, 0.062717, , 
66.48, 0.062614, , 
66.52, 0.062505, , 
66.55, 0.062547, , 
66.59, 0.062511, , 
66.63, 0.062501, , 
66.66, 0.062507, , 
66.70, 0.062479, , 
66.74, 0.062537, , 
66.77, 0.062481, , 
66.81, 0.062515, , 
66.85, 0.062660, , 
66.88, 0.062806, , 
66.92, 0.062965, , 
66.96, 0.063022, , 
66.99, 0.063104, , 
67.03, 0.063064, , 
67.07, 0.063058, , 
67.10, 0.063046, , 
67.14, 0.063034, , 
67.18, 0.063082, , 
67.21, 0.063070, , 
67.25, 0.063211, , 
67.29, 0.063379, , 
67.32, 0.063409, , 
67.36, 0.063474, , 
67.40, 0.063439, , 
67.43, 0.063504, , 
67.47, 0.063488, , 
67.51, 0.063451, , 
67.54, 0.063377, , 
67.58, 0.063189, , 
67.62, 0.063092, , 
67.65, 0.063009, , 
67.69, 0.063068, , 
67.73, 0.063056, , 
67.76, 0.063042, , 
67.80, 0.063048, , 
67.84, 0.062860, , 
67.87, 0.062709, , 
67.91, 0.062511, , 
67.95, 0.062527, , 
67.98, 0.062533, , 
68.02, 0.062434, , 
68.06, 0.062513, , 
68.09, 0.062523, , 
68.13, 0.062557, , 
68.17, 0.062469, , 
68.20, 0.062340, , 
68.24, 0.062156, , 
68.28, 0.062005, , 
68.31, 0.062023, , 
68.35, 0.062009, , 
68.39, 0.061966, , 
68.42, 0.062003, , 
68.46, 0.062003, , 
68.50, 0.062045, , 
68.53, 0.062051, , 
68.57, 0.062023, , 
68.61, 0.061857, , 
68.64, 0.061641, , 
68.68, 0.061595, , 
68.72, 0.061538, , 
68.75, 0.061551, , 
68.79, 0.061516, , 
68.83, 0.061512, , 
68.86, 0.061545, , 
68.90, 0.061506, , 
68.94, 0.061567, , 
68.97, 0.061486, , 
69.01, 0.061228, , 
69.05, 0.061113, , 
69.08, 0.061030, , 
69.12, 0.061038, , 
69.16, 0.060917, , 
69.19, 0.060778, , 
69.23, 0.060546, , 
69.27, 0.060499, , 
69.30, 0.060467, , 
69.34, 0.060372, , 
69.38, 0.060526, , 
69.41, 0.060467, , 
69.45, 0.060273, , 
69.49, 0.060106, , 
69.52, 0.060009, , 
69.56, 0.060033, , 
69.60, 0.059983, , 
69.63, 0.060009, , 
69.67, 0.059991, , 
69.71, 0.059993, , 
69.74, 0.059983, , 
69.78, 0.059781, , 
69.82, 0.059613, , 
69.85, 0.059515, , 
69.89, 0.059525, , 
69.93, 0.059505, , 
69.96, 0.059258, , 
70.00, 0.059184, , 
70.04, 0.059077, , 
70.07, 0.059057, , 
70.11, 0.059036, , 
70.15, 0.059004, , 
70.18, 0.059057, , 
70.22, 0.058879, , 
70.26, 0.058683, , 
70.29, 0.058594, , 
70.33, 0.058447, , 
70.37, 0.058239, , 
70.40, 0.058040, , 
70.44, 0.057886, , 
70.48, 0.057501, , 
70.51, 0.057230, , 
70.55, 0.056960, , 
70.59, 0.056665, , 
70.62, 0.056456, , 
70.66, 0.056112, , 
70.70, 0.055769, , 
70.73, 0.055529, , 
70.77, 0.055275, , 
70.81, 0.054857, , 
70.84, 0.054456, , 
70.88, 0.054234, , 
70.92, 0.053891, , 
70.95, 0.053574, , 
