trna,cell_line,samplelabel,mean_chargedfraction,stdev,sterr
AAG,hrGFP,Rich,0.716186293,0.045613941,0.026335221
AAG,RagB-WT,Rich,0.792700794,0.063247214,0.036515796
AAG,RagB-Q99L,Rich,0.807173935,0.014500184,0.008371685
AAG,hrGFP,-Leu,0.591240521,0.045214803,0.026104779
AAG,RagB-WT,-Leu,0.55061403,0.050611069,0.029220314
AAG,RagB-Q99L,-Leu,0.381265634,0.078785649,0.045486916
AAG,hrGFP,-Arg,0.822978677,0.020244749,0.011688311
AAG,RagB-WT,-Arg,0.830193792,0.038057051,0.021972249
AAG,RagB-Q99L,-Arg,0.810194098,0.024984013,0.014424527
