trna,cell_line,samplelabel,mean_chargedfraction,stdev,sterr
CAA,hrGFP,Rich,0.836416787,0.06759715,0.039027233
CAA,RagB-WT,Rich,0.833141604,0.050981076,0.029433938
CAA,RagB-Q99L,Rich,0.833132631,0.050846735,0.029356376
CAA,hrGFP,-Leu,0.428840939,0.021968465,0.012683499
CAA,RagB-WT,-Leu,0.363315735,0.061748628,0.035650587
CAA,RagB-Q99L,-Leu,0.215234512,0.005574393,0.003218377
CAA,hrGFP,-Arg,0.863330434,0.067152655,0.038770603
CAA,RagB-WT,-Arg,0.856550167,0.051437293,0.029697335
CAA,RagB-Q99L,-Arg,0.892342395,0.013886534,0.008017394
