trna,samplelabel,mean_chargedfraction,stdev,stderr
TCG,Rich,0.819994777,0.017575471,0.010147203
TCG,-Leu,0.776921292,0.058455681,0.033749403
TCG,-Arg,0.469410052,0.107646753,0.062149882
