trna,samplelabel,mean_chargedfraction,stdev,stderr
CAA,Rich,0.89286776,0.004718044,0.002723964
CAA,-Leu,0.555846605,0.04415641,0.025493715
CAA,-Arg,0.918433456,0.011010001,0.006356627
