trna,samplelabel,mean_chargedfraction,stdev,stderr
AAG,Rich,0.723432151,0.043122847,0.024896987
AAG,-Leu,0.605357073,0.030114175,0.017386427
AAG,-Arg,0.822752555,0.01829296,0.010561445
