Gradient Profiler Text Data File: hct116_polysome_leu.csv
Version: 1.88
Date: 2017-02-13
Time: 17:00:15

User: Alicia
Experiment name: 20170213_rpB_redohct1163h_polysomeshct1163h
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 150
w2t:  x 10^0
Sample Volume: 0.3 ml
Number of Tubes: 8
Volume per mm: 0.143 ml/mm
Temperature: 4.0 deg C

Absorbance Units Full Scale (AUFS): 2.00
Manual-triggered gradient; (with distance; but no event marks)
Delay: No Delay
UV Wavelength: 254 nm
Samples / sec: 6 Hz
EM1 Speed: 0.22 mm/sec
Distance: 2.02 mm
Number: 52
Dead Volume: 0.000000 ml; Distance due to Dead Volume: 0.00 mm
Length of Tubing: 0 mm
Total Distance: 105.04 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
32.86, 0.649543, , 
32.89, 0.646085, , 
32.93, 0.641865, , 
32.97, 0.637254, , 
33.00, 0.632989, , 
33.04, 0.629032, , 
33.08, 0.624144, , 
33.11, 0.619592, , 
33.15, 0.614695, , 
33.19, 0.610241, , 
33.22, 0.605421, , 
33.26, 0.600213, , 
33.30, 0.595332, , 
33.33, 0.590610, , 
33.37, 0.584958, , 
33.41, 0.579554, , 
33.44, 0.574531, , 
33.48, 0.569035, , 
33.52, 0.563324, , 
33.55, 0.558370, , 
33.59, 0.552660, , 
33.63, 0.547678, , 
33.66, 0.542920, , 
33.70, 0.537286, , 
33.74, 0.532003, , 
33.77, 0.528048, , 
33.81, 0.522685, , 
33.85, 0.517723, , 
33.88, 0.513265, , 
33.92, 0.509248, , 
33.96, 0.504480, , 
33.99, 0.500331, , 
34.03, 0.495831, , 
34.07, 0.491937, , 
34.10, 0.487943, , 
34.14, 0.483819, , 
34.18, 0.479769, , 
34.21, 0.476674, , 
34.25, 0.472420, , 
34.29, 0.468445, , 
34.32, 0.464792, , 
34.36, 0.461487, , 
34.40, 0.457663, , 
34.43, 0.454344, , 
34.47, 0.450831, , 
34.51, 0.447701, , 
34.54, 0.444340, , 
34.58, 0.440843, , 
34.62, 0.437323, , 
34.65, 0.434674, , 
34.69, 0.430983, , 
34.73, 0.427575, , 
34.76, 0.424413, , 
34.80, 0.421419, , 
34.84, 0.417920, , 
34.87, 0.414903, , 
34.91, 0.411820, , 
34.95, 0.408726, , 
34.98, 0.405869, , 
35.02, 0.402735, , 
35.06, 0.399406, , 
35.09, 0.396910, , 
35.13, 0.393506, , 
35.17, 0.390511, , 
35.20, 0.387708, , 
35.24, 0.385021, , 
35.28, 0.381845, , 
35.31, 0.379072, , 
35.35, 0.376770, , 
35.39, 0.373493, , 
35.42, 0.370944, , 
35.46, 0.368111, , 
35.50, 0.365405, , 
35.53, 0.363030, , 
35.57, 0.360252, , 
35.61, 0.357713, , 
35.64, 0.355401, , 
35.68, 0.352743, , 
35.72, 0.350067, , 
35.75, 0.347725, , 
35.79, 0.345057, , 
35.83, 0.342650, , 
35.86, 0.340721, , 
35.90, 0.337712, , 
35.94, 0.335234, , 
35.97, 0.333238, , 
36.01, 0.330825, , 
36.05, 0.328331, , 
36.08, 0.326168, , 
36.12, 0.324719, , 
36.16, 0.321484, , 
36.19, 0.319291, , 
36.23, 0.317001, , 
36.27, 0.314920, , 
36.30, 0.312941, , 
36.34, 0.310822, , 
36.38, 0.308625, , 
36.41, 0.306815, , 
36.45, 0.304593, , 
36.49, 0.302573, , 
36.52, 0.300604, , 
36.56, 0.298624, , 
36.60, 0.296861, , 
36.63, 0.294925, , 
36.67, 0.292936, , 
36.71, 0.291081, , 
36.74, 0.289443, , 
36.78, 0.287399, , 
36.82, 0.285464, , 
36.85, 0.283785, , 
36.89, 0.281951, , 
36.93, 0.280133, , 
36.96, 0.278438, , 
37.00, 0.276589, , 
37.04, 0.274957, , 
37.07, 0.273302, , 
37.11, 0.271474, , 
37.15, 0.269870, , 
37.18, 0.268479, , 
37.22, 0.266738, , 
37.26, 0.264924, , 
37.29, 0.263399, , 
37.33, 0.261734, , 
37.37, 0.260148, , 
37.40, 0.258713, , 
37.44, 0.257089, , 
37.48, 0.255608, , 
37.51, 0.254185, , 
37.55, 0.252540, , 
37.59, 0.251051, , 
37.62, 0.250038, , 
37.66, 0.248418, , 
37.70, 0.246878, , 
37.73, 0.245607, , 
37.77, 0.244344, , 
37.81, 0.242827, , 
37.84, 0.241464, , 
37.88, 0.240062, , 
37.92, 0.238787, , 
37.95, 0.237471, , 
37.99, 0.236097, , 
38.03, 0.234638, , 
38.06, 0.233613, , 
38.10, 0.232162, , 
38.14, 0.230847, , 
38.17, 0.229569, , 
38.21, 0.228320, , 
38.25, 0.226934, , 
38.28, 0.225661, , 
38.32, 0.224365, , 
38.36, 0.223156, , 
38.39, 0.221849, , 
38.43, 0.220541, , 
38.47, 0.219212, , 
38.50, 0.218126, , 
38.54, 0.216798, , 
38.58, 0.215586, , 
38.61, 0.214280, , 
38.65, 0.212997, , 
38.69, 0.211725, , 
38.72, 0.210432, , 
38.76, 0.209124, , 
38.80, 0.207908, , 
38.83, 0.206707, , 
38.87, 0.205385, , 
38.91, 0.204049, , 
38.94, 0.203012, , 
38.98, 0.201755, , 
39.02, 0.200617, , 
39.05, 0.199499, , 
39.09, 0.198349, , 
39.13, 0.197229, , 
39.16, 0.196051, , 
39.20, 0.194955, , 
39.24, 0.193964, , 
39.27, 0.192871, , 
39.31, 0.191712, , 
39.35, 0.190655, , 
39.38, 0.189741, , 
39.42, 0.188583, , 
39.46, 0.187481, , 
39.49, 0.186466, , 
39.53, 0.185404, , 
39.57, 0.184383, , 
39.60, 0.183441, , 
39.64, 0.182325, , 
39.68, 0.181349, , 
39.71, 0.180374, , 
39.75, 0.179401, , 
39.79, 0.178443, , 
39.82, 0.177698, , 
39.86, 0.176635, , 
39.90, 0.175733, , 
39.93, 0.174885, , 
39.97, 0.173903, , 
40.01, 0.172995, , 
40.04, 0.172186, , 
40.08, 0.171243, , 
40.12, 0.170303, , 
40.15, 0.169480, , 
40.19, 0.168612, , 
40.23, 0.167750, , 
40.26, 0.167078, , 
40.30, 0.166310, , 
40.34, 0.165436, , 
40.37, 0.164558, , 
40.41, 0.163618, , 
40.45, 0.162792, , 
40.48, 0.162003, , 
40.52, 0.161061, , 
40.56, 0.160121, , 
40.59, 0.159352, , 
40.63, 0.158498, , 
40.67, 0.157606, , 
40.70, 0.156977, , 
40.74, 0.156129, , 
40.78, 0.155367, , 
40.81, 0.154689, , 
40.85, 0.153829, , 
40.89, 0.153101, , 
40.92, 0.152314, , 
40.96, 0.151505, , 
41.00, 0.150667, , 
41.03, 0.150074, , 
41.07, 0.149321, , 
41.11, 0.148635, , 
41.14, 0.148115, , 
41.18, 0.147437, , 
41.22, 0.146648, , 
41.25, 0.145953, , 
41.29, 0.145096, , 
41.33, 0.144456, , 
41.36, 0.143695, , 
41.40, 0.142908, , 
41.44, 0.142057, , 
41.47, 0.141452, , 
41.51, 0.140737, , 
41.55, 0.140081, , 
41.58, 0.139537, , 
41.62, 0.138851, , 
41.66, 0.138045, , 
41.69, 0.137293, , 
41.73, 0.136488, , 
41.77, 0.135864, , 
41.80, 0.134996, , 
41.84, 0.134401, , 
41.88, 0.133788, , 
41.91, 0.133166, , 
41.95, 0.132418, , 
41.99, 0.131697, , 
42.02, 0.131193, , 
42.06, 0.130573, , 
42.10, 0.129994, , 
42.13, 0.129463, , 
42.17, 0.128828, , 
42.21, 0.128336, , 
42.24, 0.127722, , 
42.28, 0.127147, , 
42.32, 0.126507, , 
42.35, 0.126061, , 
42.39, 0.125398, , 
42.43, 0.124788, , 
42.46, 0.124383, , 
42.50, 0.123890, , 
42.54, 0.123230, , 
42.57, 0.122696, , 
42.61, 0.122129, , 
42.65, 0.121671, , 
42.68, 0.121140, , 
42.72, 0.120698, , 
42.76, 0.120193, , 
42.79, 0.119790, , 
42.83, 0.119277, , 
42.87, 0.118672, , 
42.90, 0.118248, , 
42.94, 0.117822, , 
42.98, 0.117304, , 
43.01, 0.116860, , 
43.05, 0.116408, , 
43.09, 0.116033, , 
43.12, 0.115443, , 
43.16, 0.115044, , 
43.20, 0.114570, , 
43.23, 0.114217, , 
43.27, 0.113805, , 
43.31, 0.113248, , 
43.34, 0.112869, , 
43.38, 0.112497, , 
43.42, 0.112059, , 
43.45, 0.111622, , 
43.49, 0.111125, , 
43.53, 0.110752, , 
43.56, 0.110336, , 
43.60, 0.109898, , 
43.64, 0.109343, , 
43.67, 0.108900, , 
43.71, 0.108448, , 
43.75, 0.107858, , 
43.78, 0.107439, , 
43.82, 0.107025, , 
43.86, 0.106500, , 
43.89, 0.106040, , 
43.93, 0.105485, , 
43.97, 0.105009, , 
44.00, 0.104434, , 
44.04, 0.104010, , 
44.08, 0.103518, , 
44.11, 0.103118, , 
44.15, 0.102678, , 
44.19, 0.102093, , 
44.22, 0.101726, , 
44.26, 0.101308, , 
44.30, 0.100883, , 
44.33, 0.100437, , 
44.37, 0.099962, , 
44.41, 0.099541, , 
44.44, 0.099048, , 
44.48, 0.098645, , 
44.52, 0.098179, , 
44.55, 0.097757, , 
44.59, 0.097400, , 
44.63, 0.096794, , 
44.66, 0.096447, , 
44.70, 0.095981, , 
44.74, 0.095691, , 
44.77, 0.095305, , 
44.81, 0.094851, , 
44.85, 0.094444, , 
44.88, 0.094137, , 
44.92, 0.093756, , 
44.96, 0.093330, , 
44.99, 0.092918, , 
45.03, 0.092613, , 
45.07, 0.092196, , 
45.10, 0.091960, , 
45.14, 0.091651, , 
45.18, 0.091255, , 
45.21, 0.090910, , 
45.25, 0.090491, , 
45.29, 0.090138, , 
45.32, 0.089722, , 
45.36, 0.089431, , 
45.40, 0.089147, , 
45.43, 0.088824, , 
45.47, 0.088628, , 
45.51, 0.088311, , 
45.54, 0.088009, , 
45.58, 0.087678, , 
45.62, 0.087444, , 
45.65, 0.087196, , 
45.69, 0.086873, , 
45.73, 0.086576, , 
45.76, 0.086304, , 
45.80, 0.085989, , 
45.84, 0.085712, , 
45.87, 0.085440, , 
45.91, 0.085196, , 
45.95, 0.084764, , 
45.98, 0.084574, , 
46.02, 0.084288, , 
46.06, 0.084046, , 
46.09, 0.083743, , 
46.13, 0.083428, , 
46.17, 0.083144, , 
46.20, 0.082833, , 
46.24, 0.082629, , 
46.28, 0.082292, , 
46.31, 0.081965, , 
46.35, 0.081772, , 
46.39, 0.081386, , 
46.42, 0.081182, , 
46.46, 0.080928, , 
46.50, 0.080688, , 
46.53, 0.080418, , 
46.57, 0.080133, , 
46.61, 0.079913, , 
46.64, 0.079655, , 
46.68, 0.079433, , 
46.72, 0.079128, , 
46.75, 0.078834, , 
46.79, 0.078640, , 
46.83, 0.078275, , 
46.86, 0.078119, , 
46.90, 0.077849, , 
46.94, 0.077566, , 
46.97, 0.077385, , 
47.01, 0.077090, , 
47.05, 0.076822, , 
47.08, 0.076592, , 
47.12, 0.076378, , 
47.16, 0.076154, , 
47.19, 0.075924, , 
47.23, 0.075766, , 
47.27, 0.075468, , 
47.30, 0.075282, , 
47.34, 0.075090, , 
47.38, 0.074820, , 
47.41, 0.074669, , 
47.45, 0.074544, , 
47.49, 0.074437, , 
47.52, 0.074199, , 
47.56, 0.074047, , 
47.60, 0.073837, , 
47.63, 0.073642, , 
47.67, 0.073498, , 
47.71, 0.073258, , 
47.74, 0.073169, , 
47.78, 0.072953, , 
47.82, 0.072725, , 
47.85, 0.072580, , 
47.89, 0.072334, , 
47.93, 0.072251, , 
47.96, 0.072062, , 
48.00, 0.071878, , 
48.04, 0.071690, , 
48.07, 0.071460, , 
48.11, 0.071244, , 
48.15, 0.071059, , 
48.18, 0.070867, , 
48.22, 0.070693, , 
48.26, 0.070605, , 
48.29, 0.070544, , 
48.33, 0.070252, , 
48.37, 0.070120, , 
48.40, 0.069890, , 
48.44, 0.069745, , 
48.48, 0.069610, , 
48.51, 0.069453, , 
48.55, 0.069301, , 
48.59, 0.069126, , 
48.62, 0.068912, , 
48.66, 0.068704, , 
48.70, 0.068577, , 
48.73, 0.068494, , 
48.77, 0.068212, , 
48.81, 0.068107, , 
48.84, 0.067929, , 
48.88, 0.067774, , 
48.92, 0.067626, , 
48.95, 0.067568, , 
48.99, 0.067580, , 
49.03, 0.067386, , 
49.06, 0.067195, , 
49.10, 0.067065, , 
49.14, 0.067003, , 
49.17, 0.067027, , 
49.21, 0.067057, , 
49.25, 0.067114, , 
49.28, 0.067086, , 
49.32, 0.067073, , 
49.36, 0.067102, , 
49.39, 0.067025, , 
49.43, 0.067120, , 
49.47, 0.067233, , 
49.50, 0.067435, , 
49.54, 0.067523, , 
49.58, 0.067642, , 
49.61, 0.067869, , 
49.65, 0.067986, , 
49.69, 0.068256, , 
49.72, 0.068403, , 
49.76, 0.068635, , 
49.80, 0.068902, , 
49.83, 0.069136, , 
49.87, 0.069442, , 
49.91, 0.069660, , 
49.94, 0.069913, , 
49.98, 0.070163, , 
50.02, 0.070449, , 
50.05, 0.070698, , 
50.09, 0.070889, , 
50.13, 0.071196, , 
50.16, 0.071365, , 
50.20, 0.071583, , 
50.24, 0.071866, , 
50.27, 0.072015, , 
50.31, 0.072312, , 
50.35, 0.072427, , 
50.38, 0.072534, , 
50.42, 0.072546, , 
50.46, 0.072514, , 
50.49, 0.072540, , 
50.53, 0.072504, , 
50.57, 0.072574, , 
50.60, 0.072508, , 
50.64, 0.072532, , 
50.68, 0.072558, , 
50.71, 0.072504, , 
50.75, 0.072465, , 
50.79, 0.072253, , 
50.82, 0.072142, , 
50.86, 0.072043, , 
50.90, 0.071951, , 
50.93, 0.071848, , 
50.97, 0.071543, , 
51.01, 0.071327, , 
51.04, 0.071111, , 
51.08, 0.070913, , 
51.12, 0.070762, , 
51.15, 0.070457, , 
51.19, 0.070254, , 
51.23, 0.069935, , 
51.26, 0.069763, , 
51.30, 0.069483, , 
51.34, 0.069188, , 
51.37, 0.069085, , 
51.41, 0.068849, , 
51.45, 0.068609, , 
51.48, 0.068359, , 
51.52, 0.068175, , 
51.56, 0.068036, , 
51.59, 0.067737, , 
51.63, 0.067574, , 
51.67, 0.067233, , 
51.70, 0.067154, , 
51.74, 0.066962, , 
51.78, 0.066724, , 
51.81, 0.066615, , 
51.85, 0.066375, , 
51.89, 0.066224, , 
51.92, 0.066014, , 
51.96, 0.065748, , 
52.00, 0.065659, , 
52.03, 0.065352, , 
52.07, 0.065197, , 
52.11, 0.065052, , 
52.14, 0.064941, , 
52.18, 0.064696, , 
52.22, 0.064559, , 
52.25, 0.064478, , 
52.29, 0.064250, , 
52.33, 0.064146, , 
52.36, 0.063982, , 
52.40, 0.063758, , 
52.44, 0.063677, , 
52.47, 0.063538, , 
52.51, 0.063411, , 
52.55, 0.063213, , 
52.58, 0.063094, , 
52.62, 0.062999, , 
52.66, 0.062800, , 
52.69, 0.062691, , 
52.73, 0.062495, , 
52.77, 0.062396, , 
52.80, 0.062178, , 
52.84, 0.062077, , 
52.88, 0.062033, , 
52.91, 0.061873, , 
52.95, 0.061662, , 
52.99, 0.061530, , 
53.02, 0.061492, , 
53.06, 0.061296, , 
53.10, 0.061107, , 
53.13, 0.061091, , 
53.17, 0.061022, , 
53.21, 0.060887, , 
53.24, 0.060685, , 
53.28, 0.060582, , 
53.32, 0.060435, , 
53.35, 0.060168, , 
53.39, 0.060140, , 
53.43, 0.060045, , 
53.46, 0.059916, , 
53.50, 0.059718, , 
53.54, 0.059583, , 
53.57, 0.059575, , 
53.61, 0.059525, , 
53.65, 0.059438, , 
53.68, 0.059216, , 
53.72, 0.059127, , 
53.76, 0.059085, , 
53.79, 0.059006, , 
53.83, 0.058913, , 
53.87, 0.058663, , 
53.90, 0.058645, , 
53.94, 0.058605, , 
53.98, 0.058562, , 
54.01, 0.058451, , 
54.05, 0.058235, , 
54.09, 0.058128, , 
54.12, 0.058058, , 
54.16, 0.058072, , 
54.20, 0.057973, , 
54.23, 0.057757, , 
54.27, 0.057632, , 
54.31, 0.057537, , 
54.34, 0.057545, , 
54.38, 0.057511, , 
54.42, 0.057525, , 
54.45, 0.057586, , 
54.49, 0.057537, , 
54.53, 0.057567, , 
54.56, 0.057563, , 
54.60, 0.057577, , 
54.64, 0.057670, , 
54.67, 0.057822, , 
54.71, 0.057999, , 
54.75, 0.058003, , 
54.78, 0.058175, , 
54.82, 0.058348, , 
54.86, 0.058635, , 
54.89, 0.058865, , 
54.93, 0.059002, , 
54.97, 0.059260, , 
55.00, 0.059527, , 
55.04, 0.059860, , 
55.08, 0.060124, , 
55.11, 0.060328, , 
55.15, 0.060774, , 
55.19, 0.060994, , 
55.22, 0.061327, , 
55.26, 0.061502, , 
55.30, 0.061837, , 
55.33, 0.062192, , 
55.37, 0.062384, , 
55.41, 0.062555, , 
55.44, 0.062792, , 
55.48, 0.063104, , 
55.52, 0.063322, , 
55.55, 0.063423, , 
55.59, 0.063546, , 
55.63, 0.063641, , 
55.66, 0.063889, , 
55.70, 0.063956, , 
55.74, 0.064022, , 
55.77, 0.064063, , 
55.81, 0.064010, , 
55.85, 0.064037, , 
55.88, 0.063982, , 
55.92, 0.064045, , 
55.96, 0.064024, , 
55.99, 0.064012, , 
56.03, 0.064033, , 
56.07, 0.063817, , 
56.10, 0.063720, , 
56.14, 0.063629, , 
56.18, 0.063548, , 
56.21, 0.063496, , 
56.25, 0.063240, , 
56.29, 0.063163, , 
56.32, 0.063042, , 
56.36, 0.063012, , 
56.40, 0.062981, , 
56.43, 0.062846, , 
56.47, 0.062673, , 
56.51, 0.062535, , 
56.54, 0.062487, , 
56.58, 0.062287, , 
56.62, 0.062142, , 
56.65, 0.062091, , 
56.69, 0.062041, , 
56.73, 0.062069, , 
56.76, 0.061855, , 
56.80, 0.061639, , 
56.84, 0.061563, , 
56.87, 0.061524, , 
56.91, 0.061545, , 
56.95, 0.061506, , 
56.98, 0.061530, , 
57.02, 0.061516, , 
57.06, 0.061288, , 
57.09, 0.061179, , 
57.13, 0.061022, , 
57.17, 0.061000, , 
57.20, 0.060782, , 
57.24, 0.060574, , 
57.28, 0.060497, , 
57.31, 0.060491, , 
57.35, 0.060471, , 
57.39, 0.060170, , 
57.42, 0.060100, , 
57.46, 0.060021, , 
57.50, 0.060001, , 
57.53, 0.059981, , 
57.57, 0.059710, , 
57.61, 0.059650, , 
57.64, 0.059555, , 
57.68, 0.059543, , 
57.72, 0.059482, , 
57.75, 0.059323, , 
57.79, 0.059182, , 
57.83, 0.059034, , 
57.86, 0.058982, , 
57.90, 0.058806, , 
57.94, 0.058592, , 
57.97, 0.058564, , 
58.01, 0.058506, , 
58.05, 0.058544, , 
58.08, 0.058455, , 
58.12, 0.058189, , 
58.16, 0.058082, , 
58.19, 0.058046, , 
58.23, 0.058031, , 
58.27, 0.057745, , 
58.30, 0.057610, , 
58.34, 0.057533, , 
58.38, 0.057535, , 
58.41, 0.057573, , 
58.45, 0.057329, , 
58.49, 0.057206, , 
58.52, 0.057083, , 
58.56, 0.057049, , 
58.60, 0.057041, , 
58.63, 0.056982, , 
58.67, 0.057027, , 
58.71, 0.056922, , 
58.74, 0.056976, , 
58.78, 0.057025, , 
58.82, 0.056970, , 
58.85, 0.057016, , 
58.89, 0.056970, , 
58.93, 0.057012, , 
58.96, 0.056970, , 
59.00, 0.057010, , 
59.04, 0.057144, , 
59.07, 0.057271, , 
59.11, 0.057470, , 
59.15, 0.057503, , 
59.18, 0.057648, , 
59.22, 0.057882, , 
59.26, 0.058027, , 
59.29, 0.058231, , 
59.33, 0.058473, , 
59.37, 0.058782, , 
59.40, 0.058893, , 
59.44, 0.059099, , 
59.48, 0.059357, , 
59.51, 0.059527, , 
59.55, 0.059781, , 
59.59, 0.060003, , 
59.62, 0.060229, , 
59.66, 0.060443, , 
59.70, 0.060582, , 
59.73, 0.060873, , 
59.77, 0.060967, , 
59.81, 0.061181, , 
59.84, 0.061321, , 
59.88, 0.061484, , 
59.92, 0.061528, , 
59.95, 0.061494, , 
59.99, 0.061716, , 
60.03, 0.061908, , 
60.06, 0.062019, , 
60.10, 0.062069, , 
60.14, 0.062023, , 
60.17, 0.062075, , 
60.21, 0.061991, , 
60.25, 0.062035, , 
60.28, 0.062029, , 
60.32, 0.061926, , 
60.36, 0.061760, , 
60.39, 0.061561, , 
60.43, 0.061551, , 
60.47, 0.061490, , 
60.50, 0.061425, , 
60.54, 0.061425, , 
60.58, 0.061405, , 
60.61, 0.061474, , 
60.65, 0.061407, , 
60.69, 0.061234, , 
60.72, 0.061066, , 
60.76, 0.060974, , 
60.80, 0.060974, , 
60.83, 0.060848, , 
60.87, 0.060725, , 
60.91, 0.060582, , 
60.94, 0.060548, , 
60.98, 0.060544, , 
61.02, 0.060413, , 
61.05, 0.060306, , 
61.09, 0.060132, , 
61.13, 0.060061, , 
61.16, 0.060027, , 
61.20, 0.059954, , 
61.24, 0.059809, , 
61.27, 0.059589, , 
61.31, 0.059527, , 
61.35, 0.059504, , 
61.38, 0.059442, , 
61.42, 0.059357, , 
61.46, 0.059168, , 
61.49, 0.059107, , 
61.53, 0.059036, , 
61.57, 0.059030, , 
61.60, 0.058935, , 
61.64, 0.058713, , 
61.68, 0.058578, , 
61.71, 0.058502, , 
61.75, 0.058542, , 
61.79, 0.058471, , 
61.82, 0.058249, , 
61.86, 0.058142, , 
61.90, 0.058088, , 
61.93, 0.058098, , 
61.97, 0.058036, , 
62.01, 0.058035, , 
62.04, 0.058066, , 
62.08, 0.058005, , 
62.12, 0.058027, , 
62.15, 0.058033, , 
62.19, 0.058033, , 
62.23, 0.058035, , 
62.26, 0.058013, , 
62.30, 0.058046, , 
62.34, 0.058025, , 
62.37, 0.058025, , 
62.41, 0.058169, , 
62.45, 0.058342, , 
62.48, 0.058506, , 
62.52, 0.058526, , 
62.56, 0.058768, , 
62.59, 0.058893, , 
62.63, 0.058996, , 
62.67, 0.059168, , 
62.70, 0.059299, , 
62.74, 0.059511, , 
62.78, 0.059694, , 
62.81, 0.059856, , 
62.85, 0.060104, , 
62.89, 0.060302, , 
62.92, 0.060451, , 
62.96, 0.060493, , 
63.00, 0.060748, , 
63.03, 0.060955, , 
63.07, 0.061000, , 
63.11, 0.061187, , 
63.14, 0.061357, , 
63.18, 0.061526, , 
63.22, 0.061502, , 
63.25, 0.061528, , 
63.29, 0.061561, , 
63.33, 0.061506, , 
63.36, 0.061579, , 
63.40, 0.061512, , 
63.44, 0.061520, , 
63.47, 0.061500, , 
63.51, 0.061490, , 
63.55, 0.061538, , 
63.58, 0.061486, , 
63.62, 0.061522, , 
63.66, 0.061508, , 
63.69, 0.061496, , 
63.73, 0.061563, , 
63.77, 0.061478, , 
63.80, 0.061549, , 
63.84, 0.061541, , 
63.88, 0.061514, , 
63.91, 0.061413, , 
63.95, 0.061133, , 
63.99, 0.061066, , 
64.02, 0.060974, , 
64.06, 0.061006, , 
64.10, 0.060973, , 
64.13, 0.060871, , 
64.17, 0.060661, , 
64.21, 0.060515, , 
64.24, 0.060550, , 
64.28, 0.060519, , 
64.32, 0.060532, , 
64.35, 0.060505, , 
64.39, 0.060263, , 
64.43, 0.060140, , 
64.46, 0.060019, , 
64.50, 0.060078, , 
64.54, 0.060168, , 
64.57, 0.060291, , 
64.61, 0.060447, , 
64.65, 0.060475, , 
64.68, 0.060526, , 
64.72, 0.060554, , 
64.76, 0.060634, , 
64.79, 0.060848, , 
64.83, 0.060889, , 
64.87, 0.061000, , 
64.90, 0.061072, , 
64.94, 0.061236, , 
64.98, 0.061434, , 
65.01, 0.061456, , 
65.05, 0.061694, , 
65.09, 0.061869, , 
65.12, 0.061944, , 
65.16, 0.062015, , 
65.20, 0.062061, , 
65.23, 0.062281, , 
65.27, 0.062404, , 
65.31, 0.062493, , 
65.34, 0.062505, , 
65.38, 0.062602, , 
65.42, 0.062882, , 
65.45, 0.062880, , 
65.49, 0.062953, , 
65.53, 0.062971, , 
65.56, 0.062943, , 
65.60, 0.062989, , 
65.64, 0.062989, , 
65.67, 0.063022, , 
65.71, 0.062959, , 
65.75, 0.062977, , 
65.78, 0.063024, , 
65.82, 0.062836, , 
65.86, 0.062679, , 
65.89, 0.062539, , 
65.93, 0.062513, , 
65.97, 0.062529, , 
66.00, 0.062489, , 
66.04, 0.062545, , 
66.08, 0.062457, , 
66.11, 0.062289, , 
66.15, 0.062087, , 
66.19, 0.062027, , 
66.22, 0.062023, , 
66.26, 0.061964, , 
66.30, 0.062017, , 
66.33, 0.061976, , 
66.37, 0.061995, , 
66.41, 0.062037, , 
66.44, 0.062003, , 
66.48, 0.062077, , 
66.52, 0.062140, , 
66.55, 0.062329, , 
66.59, 0.062432, , 
66.63, 0.062445, , 
66.66, 0.062509, , 
66.70, 0.062515, , 
66.74, 0.062537, , 
66.77, 0.062509, , 
66.81, 0.062481, , 
66.85, 0.062495, , 
66.88, 0.062467, , 
66.92, 0.062574, , 
66.96, 0.062537, , 
66.99, 0.062483, , 
67.03, 0.062509, , 
67.07, 0.062465, , 
67.10, 0.062493, , 
67.14, 0.062467, , 
67.18, 0.062451, , 
67.21, 0.062416, , 
67.25, 0.062406, , 
67.29, 0.062473, , 
67.32, 0.062422, , 
67.36, 0.062501, , 
67.40, 0.062491, , 
67.43, 0.062487, , 
67.47, 0.062360, , 
67.51, 0.062112, , 
67.54, 0.062073, , 
67.58, 0.062003, , 
67.62, 0.062015, , 
67.65, 0.062029, , 
67.69, 0.061964, , 
67.73, 0.062053, , 
67.76, 0.062025, , 
67.80, 0.062047, , 
67.84, 0.062021, , 
67.87, 0.061962, , 
67.91, 0.062025, , 
67.95, 0.061898, , 
67.98, 0.061746, , 
68.02, 0.061561, , 
68.06, 0.061520, , 
68.09, 0.061551, , 
68.13, 0.061472, , 
68.17, 0.061508, , 
68.20, 0.061502, , 
68.24, 0.061553, , 
68.28, 0.061581, , 
68.31, 0.061530, , 
68.35, 0.061583, , 
68.39, 0.061500, , 
68.42, 0.061524, , 
68.46, 0.061522, , 
68.50, 0.061518, , 
68.53, 0.061401, , 
68.57, 0.061115, , 
68.61, 0.061054, , 
68.64, 0.060992, , 
68.68, 0.061020, , 
68.72, 0.061018, , 
68.75, 0.060873, , 
68.79, 0.060729, , 
68.83, 0.060576, , 
68.86, 0.060497, , 
68.90, 0.060503, , 
68.94, 0.060455, , 
68.97, 0.060312, , 
69.01, 0.060090, , 
69.05, 0.060043, , 
69.08, 0.059948, , 
69.12, 0.059797, , 
69.16, 0.059668, , 
69.19, 0.059480, , 
69.23, 0.059252, , 
69.27, 0.058931, , 
69.30, 0.058748, , 
69.34, 0.058379, , 
69.38, 0.057908, , 
69.41, 0.057648, , 
69.45, 0.057170, , 
69.49, 0.056833, , 
69.52, 0.056484, , 
69.56, 0.056006, , 
69.60, 0.055562, , 
69.63, 0.055204, , 
69.67, 0.054775, , 
69.71, 0.054306, , 
69.74, 0.053947, , 
69.78, 0.053647, , 
69.82, 0.053114, , 
69.85, 0.052831, , 
69.89, 0.052436, , 
69.93, 0.052180, , 
69.96, 0.051869, , 
70.00, 0.051558, , 
70.04, 0.051336, , 
70.07, 0.051138, , 
70.11, 0.050826, , 
70.15, 0.050612, , 
70.18, 0.050412, , 
70.22, 0.050243, , 
70.26, 0.049968, , 
70.29, 0.049778, , 
70.33, 0.049573, , 
70.37, 0.049528, , 
70.40, 0.049445, , 
70.44, 0.049143, , 
70.48, 0.049042, , 
70.51, 0.048971, , 
70.55, 0.048870, , 
70.59, 0.048652, , 
70.62, 0.048564, , 
70.66, 0.048537, , 
70.70, 0.048431, , 
70.73, 0.048307, , 
70.77, 0.048108, , 
70.81, 0.048019, , 
70.84, 0.048007, , 
70.88, 0.047934, , 
70.92, 0.047783, , 
70.95, 0.047642, , 
