Gradient Profiler Text Data File: hct116_polysome_leu.csv
Version: 1.88
Date: 2017-02-13
Time: 17:00:15

User: Alicia
Experiment name: 20170213_rpB_redohct1163h_polysomeshct1163h
UV Unit: EM-1
Rotor Manufacturer: Beckman
Rotor Model: SW41Ti
Speed: 35000 rpm
Gradient: sucrose 10.0% to 50.0% w/v
Time: 150
w2t:  x 10^0
Sample Volume: 0.3 ml
Number of Tubes: 8
Volume per mm: 0.143 ml/mm
Temperature: 4.0 deg C

Absorbance Units Full Scale (AUFS): 2.00
Manual-triggered gradient; (with distance; but no event marks)
Delay: No Delay
UV Wavelength: 254 nm
Samples / sec: 6 Hz
EM1 Speed: 0.22 mm/sec
Distance: 2.02 mm
Number: 52
Dead Volume: 0.000000 ml; Distance due to Dead Volume: 0.00 mm
Length of Tubing: 0 mm
Total Distance: 105.04 mm

Data Columns:
Distance(mm), Absorbance, Fraction Number, Fraction Volume(ml)
70.99, 0.047484, , 
71.03, 0.047506, , 
71.06, 0.047452, , 
71.10, 0.047514, , 
71.14, 0.047420, , 
71.17, 0.047238, , 
71.21, 0.047099, , 
71.25, 0.047034, , 
71.28, 0.047044, , 
71.32, 0.046962, , 
71.36, 0.046917, , 
71.39, 0.046734, , 
71.43, 0.046586, , 
71.47, 0.046546, , 
71.50, 0.046481, , 
71.54, 0.046528, , 
71.58, 0.046501, , 
71.61, 0.046481, , 
71.65, 0.046532, , 
71.69, 0.046503, , 
71.72, 0.046516, , 
71.76, 0.046245, , 
71.80, 0.046142, , 
71.83, 0.046043, , 
71.87, 0.045961, , 
71.91, 0.046021, , 
71.94, 0.045945, , 
71.98, 0.045945, , 
72.02, 0.045947, , 
72.05, 0.045908, , 
72.09, 0.045759, , 
72.13, 0.045591, , 
72.16, 0.045476, , 
72.20, 0.045422, , 
72.24, 0.045464, , 
72.27, 0.045450, , 
72.31, 0.045386, , 
72.35, 0.045428, , 
72.38, 0.045418, , 
72.42, 0.045464, , 
72.46, 0.045466, , 
72.49, 0.045482, , 
72.53, 0.045533, , 
72.57, 0.045456, , 
72.60, 0.045478, , 
72.64, 0.045472, , 
72.68, 0.045468, , 
72.71, 0.045476, , 
72.75, 0.045472, , 
72.79, 0.045513, , 
72.82, 0.045454, , 
72.86, 0.045450, , 
72.90, 0.045464, , 
72.93, 0.045452, , 
72.97, 0.045468, , 
73.01, 0.045476, , 
73.04, 0.045505, , 
73.08, 0.045509, , 
73.12, 0.045476, , 
73.15, 0.045497, , 
73.19, 0.045493, , 
73.23, 0.045529, , 
73.26, 0.045497, , 
73.30, 0.045490, , 
73.34, 0.045468, , 
73.37, 0.045436, , 
73.41, 0.045529, , 
73.45, 0.045378, , 
73.48, 0.045228, , 
73.52, 0.045061, , 
73.56, 0.044964, , 
73.59, 0.045000, , 
73.63, 0.044976, , 
73.67, 0.044996, , 
73.70, 0.044930, , 
73.74, 0.044970, , 
73.78, 0.044988, , 
73.81, 0.044891, , 
73.85, 0.044952, , 
73.89, 0.044907, , 
73.92, 0.044926, , 
73.96, 0.044946, , 
74.00, 0.044934, , 
74.03, 0.044998, , 
74.07, 0.044996, , 
74.11, 0.045002, , 
74.14, 0.044990, , 
74.18, 0.044958, , 
74.22, 0.044962, , 
74.25, 0.044946, , 
74.29, 0.045038, , 
74.33, 0.044958, , 
74.36, 0.044966, , 
74.40, 0.045045, , 
74.44, 0.044958, , 
74.47, 0.045024, , 
74.51, 0.044982, , 
74.55, 0.044980, , 
74.58, 0.045002, , 
74.62, 0.044952, , 
74.66, 0.045000, , 
74.69, 0.044984, , 
74.73, 0.045000, , 
74.77, 0.044960, , 
74.80, 0.044974, , 
74.84, 0.045028, , 
74.88, 0.044960, , 
74.91, 0.044998, , 
74.95, 0.044972, , 
74.99, 0.045002, , 
75.02, 0.045006, , 
75.06, 0.044938, , 
75.10, 0.045016, , 
75.13, 0.044990, , 
75.17, 0.044986, , 
75.21, 0.045038, , 
75.24, 0.045018, , 
75.28, 0.045036, , 
75.32, 0.044932, , 
75.35, 0.044925, , 
75.39, 0.044930, , 
75.43, 0.044895, , 
75.46, 0.044986, , 
75.50, 0.044958, , 
75.54, 0.044964, , 
75.57, 0.044944, , 
75.61, 0.044970, , 
75.65, 0.044986, , 
75.68, 0.044936, , 
75.72, 0.045004, , 
75.76, 0.044976, , 
75.79, 0.044954, , 
75.83, 0.044746, , 
75.87, 0.044536, , 
75.90, 0.044542, , 
75.94, 0.044504, , 
75.98, 0.044534, , 
76.01, 0.044474, , 
76.05, 0.044469, , 
76.09, 0.044488, , 
76.12, 0.044423, , 
76.16, 0.044496, , 
76.20, 0.044455, , 
76.23, 0.044516, , 
76.27, 0.044536, , 
76.31, 0.044494, , 
76.34, 0.044558, , 
76.38, 0.044496, , 
76.42, 0.044484, , 
76.45, 0.044478, , 
76.49, 0.044500, , 
76.53, 0.044558, , 
76.56, 0.044482, , 
76.60, 0.044514, , 
76.64, 0.044461, , 
76.67, 0.044469, , 
76.71, 0.044463, , 
76.75, 0.044435, , 
76.78, 0.044492, , 
76.78, 0.044492, , 
76.91, 0.044490, , 
