Gradient Profiler Text Data File: 110_andreev2.csv,,,
Version: 1.88,,,
Date: 2016-01-12,,,
Time: 16:29:35,,,
,,,
User: Alicia,,,
Experiment name: 20160112_rnasecheck3,,,
UV Unit: EM-1,,,
Rotor Manufacturer: Beckman,,,
Rotor Model: SW41Ti,,,
Speed: 35000 rpm,,,
Gradient: sucrose 10.0% to 50.0% w/v,,,
Time: 180,,,
w2t:  x 10^0,,,
Sample Volume: 0.12 ml,,,
Number of Tubes: 8,,,
Volume per mm: 0.143 ml/mm,,,
Temperature: 4.0 deg C,,,
,,,
Absorbance Units Full Scale (AUFS): 0.50,,,
Manual-triggered gradient; (with distance; but no event marks),,,
Delay: No Delay,,,
UV Wavelength: 254 nm,,,
Samples / sec: 8 Hz,,,
EM1 Speed: 0.22 mm/sec,,,
Distance: 2.02 mm,,,
Number: 52,,,
Dead Volume: 0.000000 ml; Distance due to Dead Volume: 0.00 mm,,,
Length of Tubing: 0 mm,,,
Total Distance: 105.04 mm,,,
,,,
Data Columns:,,,
Distance, Absorbance,,
0.03,0.030757,,
0.06,0.030749,,
0.08,0.030767, , 
0.11,0.030753, , 
0.14,0.030751, , 
0.17,0.030762, , 
0.19,0.03076, , 
0.22,0.030749, , 
0.25,0.030753, , 
0.28,0.03075, , 
0.3,0.030747, , 
0.33,0.030763, , 
0.36,0.030766, , 
0.39,0.030755, , 
0.41,0.030755, , 
0.44,0.030767, , 
0.47,0.030754, , 
0.5,0.030751, , 
0.52,0.030769, , 
0.55,0.030746, , 
0.58,0.030755, , 
0.6,0.030782, , 
0.63,0.030759, , 
0.66,0.030759, , 
0.69,0.030772, , 
0.71,0.030762, , 
0.74,0.030741, , 
0.77,0.03076, , 
0.8,0.030764, , 
0.82,0.030759, , 
0.85,0.030788, , 
0.88,0.030766, , 
0.91,0.030747, , 
0.94,0.030758, , 
0.96,0.030764, , 
0.99,0.030755, , 
1.02,0.03075, , 
1.04,0.03077, , 
1.07,0.03076, , 
1.1,0.030748, , 
1.13,0.03076, , 
1.16,0.030757, , 
1.19,0.030755, , 
1.21,0.030753, , 
1.24,0.030755, , 
1.26,0.03073, , 
1.29,0.030747, , 
1.32,0.030748, , 
1.35,0.030747, , 
1.38,0.030761, , 
1.4,0.030769, , 
1.43,0.030745, , 
1.46,0.030741, , 
1.49,0.030716, , 
1.51,0.030658, , 
1.54,0.030644, , 
1.57,0.030651, , 
1.6,0.030625, , 
1.62,0.03064, , 
1.65,0.030651, , 
1.68,0.030638, , 
1.71,0.030624, , 
1.73,0.030641, , 
1.76,0.030613, , 
1.79,0.030549, , 
1.81,0.030545, , 
1.84,0.030538, , 
1.87,0.030491, , 
1.9,0.030525, , 
1.93,0.030564, , 
1.95,0.030591, , 
1.98,0.030676, , 
2.01,0.030763, , 
2.04,0.030846, , 
2.06,0.030971, , 
2.09,0.031061, , 
2.12,0.031145, , 
2.15,0.031285, , 
2.17,0.031461, , 
2.2,0.031583, , 
2.23,0.031707, , 
2.25,0.03185, , 
2.28,0.032034, , 
2.31,0.032422, , 
2.34,0.03295, , 
2.37,0.033343, , 
2.39,0.033627, , 
2.42,0.034127, , 
2.45,0.034961, , 
2.48,0.036216, , 
2.5,0.037913, , 
2.53,0.039711, , 
2.56,0.042, , 
2.59,0.044489, , 
2.61,0.047185, , 
2.64,0.050039, , 
2.67,0.052916, , 
2.69,0.055201, , 
2.72,0.057567, , 
2.75,0.059974, , 
2.78,0.062403, , 
2.81,0.064507, , 
2.83,0.065917, , 
2.86,0.066951, , 
2.89,0.067398, , 
2.92,0.067426, , 
2.94,0.067266, , 
2.97,0.066997, , 
3,0.066255, , 
3.02,0.066264, , 
3.05,0.071363, , 
3.08,0.081004, , 
3.11,0.089411, , 
3.13,0.093649, , 
3.16,0.095677, , 
3.19,0.096005, , 
3.22,0.095631, , 
3.25,0.094997, , 
3.27,0.09439, , 
3.3,0.093662, , 
3.33,0.092743, , 
3.36,0.091642, , 
3.38,0.090604, , 
3.41,0.088174, , 
3.44,0.081461, , 
3.46,0.069411, , 
3.49,0.058441, , 
3.52,0.051249, , 
3.55,0.047101, , 
3.58,0.044863, , 
3.6,0.043083, , 
3.63,0.04177, , 
3.66,0.040657, , 
3.69,0.039623, , 
3.71,0.038831, , 
3.74,0.038104, , 
3.77,0.037535, , 
3.79,0.037102, , 
3.82,0.036837, , 
3.85,0.036679, , 
3.88,0.036577, , 
3.9,0.036562, , 
3.93,0.036578, , 
3.96,0.036606, , 
3.99,0.036693, , 
4.01,0.036753, , 
4.04,0.03682, , 
4.07,0.036929, , 
4.1,0.037024, , 
4.13,0.037071, , 
4.16,0.037159, , 
4.18,0.037225, , 
4.21,0.03724, , 
4.24,0.037305, , 
4.26,0.037387, , 
4.29,0.037445, , 
4.32,0.037471, , 
4.34,0.037521, , 
4.37,0.037562, , 
4.4,0.03759, , 
4.43,0.037652, , 
